siteID,soil,df_type,inv,drought_trt,block,days_surv,censor,death_date,death_date_NA
2,S,street_fighter_2,Br,wet,8,83,0,2018_11_26,NA
2,L,street_fighter_1,Un,wet,2,83,0,2018_11_26,NA
2,L,primadonna,Br,wet,3,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,4,83,0,2018_11_26,NA
1,S,primadonna,Un,wet,5,83,0,2018_11_26,NA
3,S,primadonna,Br,wet,6,83,0,2018_11_26,NA
2,L,street_fighter_1,Un,wet,7,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,8,83,0,2018_11_26,NA
3,S,street_fighter_2,Br,wet,9,83,0,2018_11_26,NA
2,S,primadonna,Br,wet,10,83,0,2018_11_26,NA
1,S,street_fighter_2,Un,wet,2,83,0,2018_11_26,NA
1,S,street_fighter_2,Un,wet,4,83,0,2018_11_26,NA
1,L,street_fighter_2,Br,wet,5,83,0,2018_11_26,NA
2,S,street_fighter_2,Un,wet,6,83,0,2018_11_26,NA
1,L,street_fighter_1,Br,wet,8,83,0,2018_11_26,NA
3,S,street_fighter_1,Un,wet,9,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,10,83,0,2018_11_26,NA
1,L,primadonna,Un,wet,1,83,0,2018_11_26,NA
3,S,street_fighter_2,Br,wet,2,83,0,2018_11_26,NA
1,S,street_fighter_2,Br,wet,5,83,0,2018_11_26,NA
1,S,street_fighter_2,Un,wet,6,83,0,2018_11_26,NA
1,S,street_fighter_1,Un,wet,9,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,2,83,0,2018_11_26,NA
3,L,street_fighter_1,Un,wet,4,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,7,83,0,2018_11_26,NA
1,L,primadonna,Un,wet,9,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,10,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,7,83,0,2018_11_26,NA
1,L,primadonna,Un,wet,8,83,0,2018_11_26,NA
3,L,primadonna,Br,wet,9,83,0,2018_11_26,NA
2,L,street_fighter_2,Un,wet,10,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,2,83,0,2018_11_26,NA
1,L,street_fighter_1,Br,wet,5,83,0,2018_11_26,NA
2,S,street_fighter_1,Br,wet,8,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,9,83,0,2018_11_26,NA
3,L,street_fighter_1,Un,wet,10,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,3,83,0,2018_11_26,NA
1,S,primadonna,Un,wet,4,83,0,2018_11_26,NA
1,L,street_fighter_1,Un,wet,5,83,0,2018_11_26,NA
2,S,primadonna,Un,wet,1,83,0,2018_11_26,NA
2,S,street_fighter_1,Un,wet,3,83,0,2018_11_26,NA
2,S,primadonna,Un,wet,5,83,0,2018_11_26,NA
2,L,street_fighter_1,Un,wet,9,83,0,2018_11_26,NA
2,L,street_fighter_1,Br,wet,10,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,1,83,0,2018_11_26,NA
2,L,primadonna,Br,wet,4,83,1,2018_11_26,2018_11_26
1,S,street_fighter_1,Br,wet,7,83,0,2018_11_26,NA
3,S,street_fighter_1,Un,wet,8,83,0,2018_11_26,NA
1,L,street_fighter_1,Un,wet,10,83,0,2018_11_26,NA
3,L,street_fighter_2,Un,wet,1,83,0,2018_11_26,NA
3,L,primadonna,Un,wet,4,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,10,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,1,83,0,2018_11_26,NA
3,S,primadonna,Br,wet,4,83,0,2018_11_26,NA
1,L,primadonna,Un,wet,5,83,0,2018_11_26,NA
2,L,primadonna,Br,wet,6,83,0,2018_11_26,NA
2,S,street_fighter_2,Br,wet,1,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,6,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,8,83,0,2018_11_26,NA
3,S,street_fighter_2,Br,wet,1,83,0,2018_11_26,NA
3,L,primadonna,Un,wet,6,83,0,2018_11_26,NA
1,L,street_fighter_1,Br,wet,1,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,2,83,0,2018_11_26,NA
3,S,street_fighter_2,Br,wet,3,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,5,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,6,83,0,2018_11_26,NA
2,S,street_fighter_2,Un,wet,8,83,0,2018_11_26,NA
3,S,primadonna,Un,wet,10,83,0,2018_11_26,NA
2,S,primadonna,Un,wet,3,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,5,83,0,2018_11_26,NA
1,L,street_fighter_2,Br,wet,7,83,0,2018_11_26,NA
3,L,street_fighter_1,Un,wet,8,83,0,2018_11_26,NA
2,S,primadonna,Un,wet,9,83,0,2018_11_26,NA
1,S,street_fighter_2,Un,wet,10,83,0,2018_11_26,NA
2,S,street_fighter_1,Br,wet,4,83,0,2018_11_26,NA
1,S,primadonna,Un,wet,8,83,0,2018_11_26,NA
1,S,street_fighter_1,Br,wet,9,83,0,2018_11_26,NA
1,S,street_fighter_2,Br,wet,10,83,0,2018_11_26,NA
3,L,street_fighter_2,Br,wet,1,83,0,2018_11_26,NA
1,S,street_fighter_1,Br,wet,2,83,0,2018_11_26,NA
2,L,street_fighter_1,Un,wet,6,83,0,2018_11_26,NA
3,L,primadonna,Br,wet,7,83,0,2018_11_26,NA
1,S,street_fighter_2,Br,wet,8,83,0,2018_11_26,NA
2,S,street_fighter_1,Un,wet,9,83,0,2018_11_26,NA
3,L,primadonna,Un,wet,10,83,0,2018_11_26,NA
3,S,primadonna,Br,wet,1,83,0,2018_11_26,NA
2,L,street_fighter_1,Un,wet,3,83,0,2018_11_26,NA
2,L,street_fighter_1,Un,wet,4,83,0,2018_11_26,NA
2,S,street_fighter_1,Un,wet,5,83,0,2018_11_26,NA
1,L,street_fighter_1,Br,wet,9,83,0,2018_11_26,NA
2,S,primadonna,Br,wet,3,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,4,83,0,2018_11_26,NA
2,S,street_fighter_2,Un,wet,5,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,1,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,5,83,0,2018_11_26,NA
3,L,primadonna,Br,wet,10,83,0,2018_11_26,NA
1,S,street_fighter_2,Un,wet,1,83,0,2018_11_26,NA
3,L,street_fighter_2,Un,wet,4,83,0,2018_11_26,NA
2,L,street_fighter_1,Un,wet,5,83,0,2018_11_26,NA
1,S,street_fighter_1,Un,wet,6,83,0,2018_11_26,NA
1,L,street_fighter_1,Un,wet,7,83,0,2018_11_26,NA
2,S,street_fighter_2,Br,wet,9,83,0,2018_11_26,NA
3,L,street_fighter_2,Un,wet,10,83,0,2018_11_26,NA
1,S,street_fighter_1,Br,wet,1,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,2,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,3,83,0,2018_11_26,NA
3,S,primadonna,Un,wet,6,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,7,83,0,2018_11_26,NA
2,L,street_fighter_1,Br,wet,9,83,0,2018_11_26,NA
1,S,street_fighter_1,Un,wet,2,83,0,2018_11_26,NA
3,L,street_fighter_2,Un,wet,3,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,5,83,0,2018_11_26,NA
2,S,street_fighter_2,Un,wet,7,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,3,83,0,2018_11_26,NA
2,S,street_fighter_2,Br,wet,5,83,0,2018_11_26,NA
3,S,primadonna,Br,wet,8,83,0,2018_11_26,NA
3,S,street_fighter_1,Un,wet,10,83,0,2018_11_26,NA
1,S,street_fighter_1,Un,wet,4,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,6,83,0,2018_11_26,NA
1,L,street_fighter_2,Br,wet,8,83,0,2018_11_26,NA
3,L,primadonna,Un,wet,9,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,10,83,0,2018_11_26,NA
3,L,primadonna,Un,wet,1,83,0,2018_11_26,NA
1,L,primadonna,Un,wet,2,83,0,2018_11_26,NA
3,S,street_fighter_1,Un,wet,3,83,0,2018_11_26,NA
2,L,street_fighter_2,Un,wet,7,83,0,2018_11_26,NA
2,S,street_fighter_1,Br,wet,9,83,0,2018_11_26,NA
1,S,primadonna,Un,wet,10,83,0,2018_11_26,NA
2,S,primadonna,Br,wet,1,83,0,2018_11_26,NA
2,S,street_fighter_2,Br,wet,3,83,0,2018_11_26,NA
3,S,primadonna,Br,wet,5,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,7,83,0,2018_11_26,NA
1,S,street_fighter_2,Un,wet,8,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,9,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,2,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,3,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,4,83,0,2018_11_26,NA
3,L,street_fighter_2,Br,wet,6,83,0,2018_11_26,NA
1,L,primadonna,Un,wet,7,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,8,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,9,83,0,2018_11_26,NA
3,S,primadonna,Br,wet,10,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,4,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,5,83,0,2018_11_26,NA
3,L,primadonna,Un,wet,8,83,0,2018_11_26,NA
3,S,primadonna,Un,wet,9,83,0,2018_11_26,NA
1,S,street_fighter_1,Br,wet,3,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,5,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,1,83,0,2018_11_26,NA
1,L,street_fighter_1,Br,wet,3,83,0,2018_11_26,NA
2,L,street_fighter_1,Br,wet,5,83,0,2018_11_26,NA
1,L,street_fighter_2,Br,wet,6,83,0,2018_11_26,NA
3,L,street_fighter_2,Br,wet,7,83,0,2018_11_26,NA
3,L,street_fighter_1,Un,wet,9,83,0,2018_11_26,NA
1,S,street_fighter_1,Br,wet,10,83,0,2018_11_26,NA
2,S,street_fighter_1,Br,wet,1,83,0,2018_11_26,NA
3,S,primadonna,Br,wet,2,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,4,83,0,2018_11_26,NA
3,L,street_fighter_2,Un,wet,6,83,0,2018_11_26,NA
1,L,street_fighter_1,Un,wet,8,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,3,83,0,2018_11_26,NA
1,S,street_fighter_1,Br,wet,4,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,5,83,0,2018_11_26,NA
2,L,street_fighter_2,Un,wet,8,83,0,2018_11_26,NA
2,L,street_fighter_2,Un,wet,1,83,0,2018_11_26,NA
1,S,primadonna,Un,wet,6,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,8,83,0,2018_11_26,NA
2,S,primadonna,Un,wet,2,83,0,2018_11_26,NA
2,S,street_fighter_2,Un,wet,3,83,0,2018_11_26,NA
2,S,primadonna,Br,wet,6,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,7,83,0,2018_11_26,NA
2,S,primadonna,Un,wet,8,83,0,2018_11_26,NA
2,L,street_fighter_1,Un,wet,10,83,0,2018_11_26,NA
2,S,street_fighter_2,Un,wet,1,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,2,83,0,2018_11_26,NA
2,S,primadonna,Br,wet,5,83,0,2018_11_26,NA
2,L,primadonna,Br,wet,10,83,0,2018_11_26,NA
2,S,street_fighter_2,Br,wet,2,83,0,2018_11_26,NA
1,S,street_fighter_2,Br,wet,3,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,10,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,1,83,0,2018_11_26,NA
2,S,primadonna,Br,wet,2,83,0,2018_11_26,NA
1,S,primadonna,Un,wet,3,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,4,83,0,2018_11_26,NA
1,S,street_fighter_1,Un,wet,7,83,0,2018_11_26,NA
1,L,street_fighter_2,Br,wet,10,83,0,2018_11_26,NA
3,S,primadonna,Un,wet,1,83,0,2018_11_26,NA
3,L,street_fighter_1,Un,wet,6,83,0,2018_11_26,NA
3,L,street_fighter_2,Un,wet,7,83,0,2018_11_26,NA
2,S,street_fighter_1,Un,wet,8,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,9,83,0,2018_11_26,NA
2,S,street_fighter_2,Br,wet,10,83,0,2018_11_26,NA
1,S,primadonna,Un,wet,7,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,1,83,0,2018_11_26,NA
2,S,street_fighter_1,Un,wet,2,83,0,2018_11_26,NA
2,S,street_fighter_2,Un,wet,4,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,6,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,9,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,1,83,0,2018_11_26,NA
3,L,street_fighter_2,Br,wet,3,83,0,2018_11_26,NA
3,L,primadonna,Un,wet,5,83,0,2018_11_26,NA
2,L,primadonna,Un,wet,6,83,0,2018_11_26,NA
2,S,street_fighter_1,Br,wet,7,83,0,2018_11_26,NA
1,S,street_fighter_1,Br,wet,8,83,0,2018_11_26,NA
1,L,street_fighter_2,Br,wet,9,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,10,83,0,2018_11_26,NA
3,L,street_fighter_1,Un,wet,5,83,0,2018_11_26,NA
1,L,street_fighter_1,Br,wet,6,83,0,2018_11_26,NA
2,S,primadonna,Br,wet,8,83,0,2018_11_26,NA
2,L,primadonna,Br,wet,9,83,0,2018_11_26,NA
1,L,street_fighter_1,Br,wet,10,83,0,2018_11_26,NA
3,L,street_fighter_1,Un,wet,1,83,0,2018_11_26,NA
3,L,street_fighter_2,Br,wet,2,83,0,2018_11_26,NA
2,S,street_fighter_1,Br,wet,3,83,0,2018_11_26,NA
1,L,street_fighter_1,Br,wet,4,83,0,2018_11_26,NA
3,S,street_fighter_2,Br,wet,6,83,0,2018_11_26,NA
1,L,street_fighter_1,Un,wet,9,83,0,2018_11_26,NA
3,S,primadonna,Un,wet,4,83,0,2018_11_26,NA
2,L,primadonna,Br,wet,5,83,0,2018_11_26,NA
1,S,primadonna,Br,wet,6,83,0,2018_11_26,NA
3,L,street_fighter_2,Br,wet,10,83,0,2018_11_26,NA
1,S,street_fighter_1,Un,wet,1,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,2,83,0,2018_11_26,NA
3,S,street_fighter_1,Un,wet,4,83,0,2018_11_26,NA
3,L,street_fighter_2,Un,wet,5,83,0,2018_11_26,NA
2,S,street_fighter_1,Un,wet,7,83,0,2018_11_26,NA
2,L,street_fighter_1,Br,wet,1,83,0,2018_11_26,NA
1,L,street_fighter_1,Un,wet,3,83,0,2018_11_26,NA
2,L,primadonna,Br,wet,8,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,10,83,0,2018_11_26,NA
3,L,street_fighter_1,Un,wet,3,83,0,2018_11_26,NA
2,L,primadonna,Un,wet,5,83,0,2018_11_26,NA
2,S,primadonna,Un,wet,7,83,0,2018_11_26,NA
1,L,street_fighter_1,Un,wet,4,83,0,2018_11_26,NA
1,S,street_fighter_1,Un,wet,5,83,0,2018_11_26,NA
2,L,street_fighter_1,Br,wet,7,83,0,2018_11_26,NA
1,S,primadonna,Un,wet,9,83,0,2018_11_26,NA
2,L,primadonna,Un,wet,10,83,0,2018_11_26,NA
3,S,street_fighter_1,Un,wet,2,83,0,2018_11_26,NA
1,L,primadonna,Un,wet,3,83,0,2018_11_26,NA
2,S,street_fighter_2,Br,wet,4,83,0,2018_11_26,NA
3,S,primadonna,Un,wet,7,83,0,2018_11_26,NA
3,L,primadonna,Br,wet,2,83,0,2018_11_26,NA
2,S,street_fighter_2,Br,wet,6,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,7,83,0,2018_11_26,NA
2,L,primadonna,Un,wet,9,83,0,2018_11_26,NA
2,S,street_fighter_1,Un,wet,10,83,0,2018_11_26,NA
1,L,street_fighter_2,Br,wet,2,83,0,2018_11_26,NA
1,S,street_fighter_2,Br,wet,4,83,0,2018_11_26,NA
1,S,street_fighter_1,Br,wet,6,83,0,2018_11_26,NA
1,S,street_fighter_2,Br,wet,7,83,0,2018_11_26,NA
3,S,street_fighter_2,Br,wet,8,83,0,2018_11_26,NA
1,S,primadonna,Un,wet,2,83,0,2018_11_26,NA
3,L,primadonna,Br,wet,3,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,9,83,0,2018_11_26,NA
1,L,street_fighter_1,Un,wet,1,83,0,2018_11_26,NA
2,S,street_fighter_2,Un,wet,2,83,0,2018_11_26,NA
2,L,primadonna,Un,wet,4,83,0,2018_11_26,NA
1,S,street_fighter_1,Un,wet,10,83,0,2018_11_26,NA
2,S,street_fighter_1,Un,wet,1,83,0,2018_11_26,NA
2,L,street_fighter_2,Un,wet,2,83,0,2018_11_26,NA
3,S,street_fighter_2,Br,wet,4,83,0,2018_11_26,NA
2,S,street_fighter_1,Un,wet,6,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,8,83,0,2018_11_26,NA
1,S,street_fighter_2,Br,wet,1,83,0,2018_11_26,NA
2,L,primadonna,Un,wet,2,83,0,2018_11_26,NA
3,L,street_fighter_2,Br,wet,5,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,6,83,0,2018_11_26,NA
3,L,primadonna,Un,wet,7,83,0,2018_11_26,NA
3,L,street_fighter_2,Br,wet,8,83,0,2018_11_26,NA
3,L,street_fighter_2,Br,wet,4,83,0,2018_11_26,NA
3,S,street_fighter_1,Un,wet,5,83,0,2018_11_26,NA
3,S,primadonna,Br,wet,7,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,9,83,0,2018_11_26,NA
2,L,primadonna,Br,wet,1,83,0,2018_11_26,NA
2,L,primadonna,Br,wet,2,83,0,2018_11_26,NA
1,L,primadonna,Un,wet,4,83,0,2018_11_26,NA
3,S,street_fighter_2,Br,wet,5,83,0,2018_11_26,NA
2,L,street_fighter_2,Un,wet,6,83,0,2018_11_26,NA
3,S,street_fighter_2,Br,wet,7,83,0,2018_11_26,NA
2,L,street_fighter_1,Br,wet,8,83,0,2018_11_26,NA
3,S,primadonna,Br,wet,9,83,0,2018_11_26,NA
2,L,primadonna,Un,wet,1,83,0,2018_11_26,NA
3,L,street_fighter_1,Un,wet,2,83,0,2018_11_26,NA
2,L,street_fighter_2,Br,wet,3,83,0,2018_11_26,NA
2,S,primadonna,Br,wet,4,83,0,2018_11_26,NA
2,L,primadonna,Un,wet,7,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,8,83,0,2018_11_26,NA
2,S,street_fighter_1,Br,wet,2,83,0,2018_11_26,NA
3,S,street_fighter_2,Un,wet,3,83,0,2018_11_26,NA
1,S,street_fighter_1,Br,wet,5,83,0,2018_11_26,NA
3,S,street_fighter_1,Un,wet,6,83,0,2018_11_26,NA
3,L,street_fighter_1,Br,wet,8,83,0,2018_11_26,NA
2,S,primadonna,Br,wet,9,83,0,2018_11_26,NA
3,S,street_fighter_1,Un,wet,1,83,0,2018_11_26,NA
3,L,street_fighter_2,Un,wet,2,83,0,2018_11_26,NA
2,L,street_fighter_1,Br,wet,3,83,0,2018_11_26,NA
1,L,street_fighter_2,Un,wet,7,83,0,2018_11_26,NA
3,L,street_fighter_2,Un,wet,8,83,0,2018_11_26,NA
1,S,street_fighter_2,Br,wet,9,83,0,2018_11_26,NA
2,S,street_fighter_1,Br,wet,10,83,0,2018_11_26,NA
1,L,street_fighter_2,Br,wet,1,83,0,2018_11_26,NA
3,L,primadonna,Un,wet,2,83,0,2018_11_26,NA
3,S,street_fighter_1,Br,wet,6,83,0,2018_11_26,NA
1,S,street_fighter_2,Un,wet,7,83,0,2018_11_26,NA
3,L,primadonna,Br,wet,8,83,0,2018_11_26,NA
1,L,primadonna,Br,wet,4,83,0,2018_11_26,NA
2,S,street_fighter_1,Br,wet,6,83,0,2018_11_26,NA
2,S,street_fighter_2,Br,wet,7,83,0,2018_11_26,NA
2,S,street_fighter_2,Un,wet,10,83,0,2018_11_26,NA
