Num,Site,Habitat,Population,Rep,DishNum,PopNum,Treatment,ID,SurvivalID,NoGermDish,TotGermDish,PropGermDish,PlotPropGerm,Label,PlantDate,GermDate,Censor,Census,DaysCensus,DaysToGerm
399,CHE,Roadside,CHE-R,E,40,4,Vegetated,E_4_Natural,Natural_R,3,7,0.7,0.3,Seed9Date,7/21/21,,NA,8/3/21,13,0
400,CHE,Roadside,CHE-R,E,40,4,Vegetated,E_4_Natural,Natural_R,3,7,0.7,0.3,Seed10Date,7/21/21,,NA,8/3/21,13,0
401,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
402,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
403,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
404,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
405,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
406,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
407,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
408,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed8Date,7/21/21,,NA,8/3/21,13,0
409,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed9Date,7/21/21,,NA,8/3/21,13,0
410,GUA,Away,GUA-A,A,41,5,Vegetated,A_5_Natural,Natural_A,3,7,0.7,0.3,Seed10Date,7/21/21,,NA,8/3/21,13,0
411,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
412,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
413,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
414,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed4Date,7/21/21,7/25/21,1,8/3/21,13,4
415,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed5Date,7/21/21,7/26/21,1,8/3/21,13,5
416,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed6Date,7/21/21,,NA,8/3/21,13,0
417,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed7Date,7/21/21,,NA,8/3/21,13,0
418,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed8Date,7/21/21,,NA,8/3/21,13,0
419,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed9Date,7/21/21,,NA,8/3/21,13,0
420,GUA,Away,GUA-A,A,42,5,Construction,A_5_Construction,Construction_A,5,5,0.5,0.5,Seed10Date,7/21/21,,NA,8/3/21,13,0
421,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
422,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
423,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
424,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
425,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed5Date,7/21/21,7/25/21,1,8/3/21,13,4
426,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed6Date,7/21/21,7/25/21,1,8/3/21,13,4
427,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
428,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed8Date,7/21/21,7/25/21,1,8/3/21,13,4
429,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed9Date,7/21/21,,NA,8/3/21,13,0
430,GUA,Away,GUA-A,B,43,5,Construction,B_5_Construction,Construction_A,2,8,0.8,0.2,Seed10Date,7/21/21,,NA,8/3/21,13,0
431,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
432,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
433,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
434,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
435,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
436,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
437,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
438,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed8Date,7/21/21,7/24/21,1,8/3/21,13,3
439,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed9Date,7/21/21,7/24/21,1,8/3/21,13,3
440,GUA,Away,GUA-A,B,44,5,Vegetated,B_5_Natural,Natural_A,0,10,1,0,Seed10Date,7/21/21,7/26/21,1,8/3/21,13,5
441,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
442,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
443,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
444,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
445,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
446,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
447,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed7Date,7/21/21,,NA,8/3/21,13,0
448,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed8Date,7/21/21,,NA,8/3/21,13,0
449,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed9Date,7/21/21,,NA,8/3/21,13,0
450,GUA,Away,GUA-A,C,45,5,Vegetated,C_5_Natural,Natural_A,4,6,0.6,0.4,Seed10Date,7/21/21,,NA,8/3/21,13,0
451,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
452,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
453,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
454,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
455,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
456,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
457,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
458,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed8Date,7/21/21,7/24/21,1,8/3/21,13,3
459,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed9Date,7/21/21,,NA,8/3/21,13,0
460,GUA,Away,GUA-A,C,46,5,Construction,C_5_Construction,Construction_A,2,8,0.8,0.2,Seed10Date,7/21/21,,NA,8/3/21,13,0
461,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
462,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
463,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
464,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed4Date,7/21/21,7/23/21,1,8/3/21,13,2
465,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed5Date,7/21/21,7/23/21,1,8/3/21,13,2
466,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
467,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
468,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed8Date,7/21/21,7/24/21,1,8/3/21,13,3
469,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed9Date,7/21/21,7/27/21,1,8/3/21,13,6
470,GUA,Away,GUA-A,D,47,5,Vegetated,D_5_Natural,Natural_A,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
471,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
472,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
473,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
474,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
475,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
476,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
477,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
478,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed8Date,7/21/21,7/27/21,1,8/3/21,13,6
479,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed9Date,7/21/21,7/27/21,1,8/3/21,13,6
480,GUA,Away,GUA-A,D,48,5,Construction,D_5_Construction,Construction_A,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
481,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
482,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
483,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
484,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed4Date,7/21/21,7/23/21,1,8/3/21,13,2
485,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed5Date,7/21/21,7/23/21,1,8/3/21,13,2
486,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed6Date,7/21/21,7/23/21,1,8/3/21,13,2
487,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed7Date,7/21/21,7/23/21,1,8/3/21,13,2
488,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed8Date,7/21/21,7/23/21,1,8/3/21,13,2
489,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed9Date,7/21/21,7/24/21,1,8/3/21,13,3
490,GUA,Away,GUA-A,E,49,5,Vegetated,E_5_Natural,Natural_A,0,10,1,0,Seed10Date,7/21/21,7/24/21,1,8/3/21,13,3
491,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
492,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
493,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
494,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
495,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
496,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
497,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
498,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed8Date,7/21/21,7/30/21,1,8/3/21,13,9
499,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed9Date,7/21/21,,NA,8/3/21,13,0
500,GUA,Away,GUA-A,E,50,5,Construction,E_5_Construction,Construction_A,2,8,0.8,0.2,Seed10Date,7/21/21,,NA,8/3/21,13,0
501,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
502,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
503,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
504,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
505,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed5Date,7/21/21,7/25/21,1,8/3/21,13,4
506,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed6Date,7/21/21,7/26/21,1,8/3/21,13,5
507,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed7Date,7/21/21,7/26/21,1,8/3/21,13,5
508,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed8Date,7/21/21,7/27/21,1,8/3/21,13,6
509,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed9Date,7/21/21,7/27/21,1,8/3/21,13,6
510,GUA,Roadside,GUA-R,A,51,6,Vegetated,A_6_Natural,Natural_R,0,10,1,0,Seed10Date,7/21/21,7/27/21,1,8/3/21,13,6
511,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed1Date,7/21/21,7/24/21,1,8/3/21,13,3
512,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
513,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
514,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed4Date,7/21/21,7/25/21,1,8/3/21,13,4
515,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed5Date,7/21/21,7/25/21,1,8/3/21,13,4
516,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed6Date,7/21/21,7/25/21,1,8/3/21,13,4
517,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
518,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed8Date,7/21/21,7/25/21,1,8/3/21,13,4
519,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed9Date,7/21/21,7/25/21,1,8/3/21,13,4
520,GUA,Roadside,GUA-R,A,52,6,Construction,A_6_Construction,Construction_R,0,10,1,0,Seed10Date,7/21/21,7/28/21,1,8/3/21,13,7
521,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed1Date,7/21/21,7/24/21,1,8/3/21,13,3
522,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed2Date,7/21/21,7/25/21,1,8/3/21,13,4
523,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed3Date,7/21/21,7/25/21,1,8/3/21,13,4
524,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed4Date,7/21/21,7/25/21,1,8/3/21,13,4
525,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed5Date,7/21/21,7/25/21,1,8/3/21,13,4
526,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed6Date,7/21/21,7/25/21,1,8/3/21,13,4
527,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
528,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed8Date,7/21/21,7/25/21,1,8/3/21,13,4
529,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed9Date,7/21/21,7/25/21,1,8/3/21,13,4
530,GUA,Roadside,GUA-R,B,53,6,Vegetated,B_6_Natural,Natural_R,0,10,1,0,Seed10Date,7/21/21,7/26/21,1,8/3/21,13,5
531,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
532,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
533,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
534,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed4Date,7/21/21,7/25/21,1,8/3/21,13,4
535,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed5Date,7/21/21,7/25/21,1,8/3/21,13,4
536,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed6Date,7/21/21,7/25/21,1,8/3/21,13,4
537,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
538,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed8Date,7/21/21,7/26/21,1,8/3/21,13,5
539,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed9Date,7/21/21,7/29/21,1,8/3/21,13,8
540,GUA,Roadside,GUA-R,B,54,6,Construction,B_6_Construction,Construction_R,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
541,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed1Date,7/21/21,7/24/21,1,8/3/21,13,3
542,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
543,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
544,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed4Date,7/21/21,7/25/21,1,8/3/21,13,4
545,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed5Date,7/21/21,7/25/21,1,8/3/21,13,4
546,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed6Date,7/21/21,7/25/21,1,8/3/21,13,4
547,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
548,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed8Date,7/21/21,,NA,8/3/21,13,0
549,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed9Date,7/21/21,,NA,8/3/21,13,0
550,GUA,Roadside,GUA-R,C,55,6,Construction,C_6_Construction,Construction_R,3,7,0.7,0.3,Seed10Date,7/21/21,,NA,8/3/21,13,0
551,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
552,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
553,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
554,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
555,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
556,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
557,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
558,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed8Date,7/21/21,7/27/21,1,8/3/21,13,6
559,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed9Date,7/21/21,,NA,8/3/21,13,0
560,GUA,Roadside,GUA-R,C,56,6,Vegetated,C_6_Natural,Natural_R,2,8,0.8,0.2,Seed10Date,7/21/21,,NA,8/3/21,13,0
561,GUA,Roadside,GUA-R,D,57,6,Vegetated,D_6_Natural,Natural_R,2,8,0.8,0.2,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
562,GUA,Roadside,GUA-R,D,57,6,Vegetated,D_6_Natural,Natural_R,2,8,0.8,0.2,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
563,GUA,Roadside,GUA-R,D,57,6,Vegetated,D_6_Natural,Natural_R,2,8,0.8,0.2,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
564,GUA,Roadside,GUA-R,D,57,6,Vegetated,D_6_Natural,Natural_R,2,8,0.8,0.2,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
565,GUA,Roadside,GUA-R,D,57,6,Vegetated,D_6_Natural,Natural_R,2,8,0.8,0.2,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
566,GUA,Roadside,GUA-R,D,57,6,Vegetated,D_6_Natural,Natural_R,2,8,0.8,0.2,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
567,GUA,Roadside,GUA-R,D,57,6,Vegetated,D_6_Natural,Natural_R,2,8,0.8,0.2,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
