Num,Site,Habitat,Population,Rep,DishNum,PopNum,Treatment,ID,SurvivalID,NoGermDish,TotGermDish,PropGermDish,Label,PlantDate,GermDate,Censor,Census,DaysCensus,DaysToGerm
183,CHE,Roadside,CHE-R,D,19,4,Filter,D_04,Filter_D,2,8,0.8,Seed3Date,7/9/21,7/14/21,1,8/2/21,0,5
184,CHE,Roadside,CHE-R,D,19,4,Filter,D_04,Filter_D,2,8,0.8,Seed4Date,7/9/21,7/14/21,1,8/2/21,0,5
185,CHE,Roadside,CHE-R,D,19,4,Filter,D_04,Filter_D,2,8,0.8,Seed5Date,7/9/21,7/15/21,1,8/2/21,0,6
186,CHE,Roadside,CHE-R,D,19,4,Filter,D_04,Filter_D,2,8,0.8,Seed6Date,7/9/21,7/17/21,1,8/2/21,0,8
187,CHE,Roadside,CHE-R,D,19,4,Filter,D_04,Filter_D,2,8,0.8,Seed7Date,7/9/21,7/17/21,1,8/2/21,0,8
188,CHE,Roadside,CHE-R,D,19,4,Filter,D_04,Filter_D,2,8,0.8,Seed8Date,7/9/21,7/21/21,1,8/2/21,0,12
189,CHE,Roadside,CHE-R,D,19,4,Filter,D_04,Filter_D,2,8,0.8,Seed9Date,7/9/21,8/1/21,1,8/2/21,0,23
190,CHE,Roadside,CHE-R,D,19,4,Filter,D_04,Filter_D,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
191,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
192,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
193,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
194,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
195,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed5Date,7/9/21,7/15/21,1,8/2/21,0,6
196,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed6Date,7/9/21,7/15/21,1,8/2/21,0,6
197,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed7Date,7/9/21,7/16/21,1,8/2/21,0,7
198,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed8Date,7/9/21,7/16/21,1,8/2/21,0,7
199,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed9Date,7/9/21,,NA,8/2/21,0,0
200,CHE,Roadside,CHE-R,E,20,4,Filter,E_04,Filter_E,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
201,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
202,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
203,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
204,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
205,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed5Date,7/9/21,7/15/21,1,8/2/21,0,6
206,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed6Date,7/9/21,7/18/21,1,8/2/21,0,9
207,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed7Date,7/9/21,,NA,8/2/21,0,0
208,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed8Date,7/9/21,,NA,8/2/21,0,0
209,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed9Date,7/9/21,,NA,8/2/21,0,0
210,GUA,Vegetated,GUA-O,A,21,5,Filter,A_05,Filter_A,4,6,0.6,Seed10Date,7/9/21,,NA,8/2/21,0,0
211,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed1Date,7/9/21,7/10/21,1,8/2/21,0,1
212,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
213,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
214,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed4Date,7/9/21,7/13/21,1,8/2/21,0,4
215,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed5Date,7/9/21,7/18/21,1,8/2/21,0,9
216,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed6Date,7/9/21,,NA,8/2/21,0,0
217,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed7Date,7/9/21,,NA,8/2/21,0,0
218,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed8Date,7/9/21,,NA,8/2/21,0,0
219,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed9Date,7/9/21,,NA,8/2/21,0,0
220,GUA,Vegetated,GUA-O,B,22,5,Filter,B_05,Filter_B,5,5,0.5,Seed10Date,7/9/21,,NA,8/2/21,0,0
221,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
222,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
223,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
20,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
225,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
226,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
227,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed7Date,7/9/21,7/14/21,1,8/2/21,0,5
228,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed8Date,7/9/21,7/26/21,1,8/2/21,0,17
229,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed9Date,7/9/21,,NA,8/2/21,0,0
230,GUA,Vegetated,GUA-O,C,23,5,Filter,C_05,Filter_C,3,7,0.7,Seed10Date,7/9/21,,NA,8/2/21,0,0
231,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
232,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
233,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed3Date,7/9/21,7/13/21,1,8/2/21,0,4
234,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed4Date,7/9/21,7/15/21,1,8/2/21,0,6
235,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed5Date,7/9/21,7/17/21,1,8/2/21,0,8
236,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed6Date,7/9/21,7/22/21,1,8/2/21,0,13
237,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed7Date,7/9/21,7/23/21,1,8/2/21,0,14
238,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed8Date,7/9/21,7/27/21,1,8/2/21,0,18
239,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed9Date,7/9/21,,NA,8/2/21,0,0
0,GUA,Vegetated,GUA-O,D,24,5,Filter,D_05,Filter_D,5,5,0.5,Seed10Date,7/9/21,,NA,8/2/21,0,0
1,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed1Date,7/9/21,7/10/21,1,8/2/21,0,1
2,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
3,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
4,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
5,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
6,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed6Date,7/9/21,7/13/21,1,8/2/21,0,4
7,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed7Date,7/9/21,7/14/21,1,8/2/21,0,5
8,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed8Date,7/9/21,7/15/21,1,8/2/21,0,6
9,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed9Date,7/9/21,7/15/21,1,8/2/21,0,6
250,GUA,Vegetated,GUA-O,E,25,5,Filter,E_05,Filter_E,0,10,1,Seed10Date,7/9/21,7/16/21,1,8/2/21,0,7
251,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed1Date,7/9/21,7/15/21,1,8/2/21,0,6
252,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed2Date,7/9/21,7/16/21,1,8/2/21,0,7
253,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed3Date,7/9/21,7/16/21,1,8/2/21,0,7
254,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed4Date,7/9/21,7/18/21,1,8/2/21,0,9
255,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed5Date,7/9/21,7/19/21,1,8/2/21,0,10
256,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed6Date,7/9/21,7/20/21,1,8/2/21,0,11
257,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed7Date,7/9/21,7/20/21,1,8/2/21,0,11
258,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed8Date,7/9/21,7/21/21,1,8/2/21,0,12
259,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed9Date,7/9/21,,NA,8/2/21,0,0
260,GUA,Roadside,GUA-R,A,26,6,Filter,A_06,Filter_A,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
261,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
262,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
263,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
264,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
265,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
266,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
267,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed7Date,7/9/21,7/12/21,1,8/2/21,0,3
268,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed8Date,7/9/21,7/13/21,1,8/2/21,0,4
269,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed9Date,7/9/21,7/19/21,1,8/2/21,0,10
270,GUA,Roadside,GUA-R,B,27,6,Filter,B_06,Filter_B,0,10,1,Seed10Date,7/9/21,7/20/21,1,8/2/21,0,11
271,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
272,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
273,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed3Date,7/9/21,7/13/21,1,8/2/21,0,4
274,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed4Date,7/9/21,7/18/21,1,8/2/21,0,9
275,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed5Date,7/9/21,7/18/21,1,8/2/21,0,9
276,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed6Date,7/9/21,7/21/21,1,8/2/21,0,12
277,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed7Date,7/9/21,7/21/21,1,8/2/21,0,12
278,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed8Date,7/9/21,,NA,8/2/21,0,0
279,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed9Date,7/9/21,,NA,8/2/21,0,0
280,GUA,Roadside,GUA-R,C,28,6,Filter,C_06,Filter_C,3,7,0.7,Seed10Date,7/9/21,,NA,8/2/21,0,0
281,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed1Date,7/9/21,7/13/21,1,8/2/21,0,4
282,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed2Date,7/9/21,7/13/21,1,8/2/21,0,4
283,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed3Date,7/9/21,7/15/21,1,8/2/21,0,6
284,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed4Date,7/9/21,7/16/21,1,8/2/21,0,7
285,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed5Date,7/9/21,7/20/21,1,8/2/21,0,11
286,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed6Date,7/9/21,7/22/21,1,8/2/21,0,13
287,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed7Date,7/9/21,7/22/21,1,8/2/21,0,13
288,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed8Date,7/9/21,7/22/21,1,8/2/21,0,13
289,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed9Date,7/9/21,7/22/21,1,8/2/21,0,13
290,GUA,Roadside,GUA-R,D,29,6,Filter,D_06,Filter_D,5,5,0.5,Seed10Date,7/9/21,,NA,8/2/21,0,0
291,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed1Date,7/9/21,7/15/21,1,8/2/21,0,6
292,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed2Date,7/9/21,7/15/21,1,8/2/21,0,6
293,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed3Date,7/9/21,7/16/21,1,8/2/21,0,7
294,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed4Date,7/9/21,7/16/21,1,8/2/21,0,7
295,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed5Date,7/9/21,7/16/21,1,8/2/21,0,7
296,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed6Date,7/9/21,7/16/21,1,8/2/21,0,7
297,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed7Date,7/9/21,7/17/21,1,8/2/21,0,8
298,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed8Date,7/9/21,7/20/21,1,8/2/21,0,11
299,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed9Date,7/9/21,7/24/21,1,8/2/21,0,15
300,GUA,Roadside,GUA-R,E,30,6,Filter,E_06,Filter_E,2,8,0.8,Seed10Date,7/9/21,7/28/21,1,8/2/21,0,19
301,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
302,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
303,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
304,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed4Date,7/9/21,7/11/21,1,8/2/21,0,2
305,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
306,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
307,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed7Date,7/9/21,7/12/21,1,8/2/21,0,3
308,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed8Date,7/9/21,7/12/21,1,8/2/21,0,3
309,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed9Date,7/9/21,7/14/21,1,8/2/21,0,5
310,LEX,Vegetated,LEX-O,A,31,7,Filter,A_07,Filter_A,1,9,0.9,Seed10Date,7/9/21,,NA,8/2/21,0,0
311,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
312,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
313,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
314,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
315,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
316,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
317,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed7Date,7/9/21,7/14/21,1,8/2/21,0,5
318,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed8Date,7/9/21,7/16/21,1,8/2/21,0,7
319,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed9Date,7/9/21,7/16/21,1,8/2/21,0,7
320,LEX,Vegetated,LEX-O,B,32,7,Filter,B_07,Filter_B,1,9,0.9,Seed10Date,7/9/21,,NA,8/2/21,0,0
321,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
322,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
323,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
30,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
325,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
326,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
327,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed7Date,7/9/21,7/12/21,1,8/2/21,0,3
328,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed8Date,7/9/21,7/23/21,1,8/2/21,0,14
329,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed9Date,7/9/21,7/29/21,1,8/2/21,0,20
330,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed10Date,7/9/21,,NA,8/2/21,0,0
331,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
332,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
333,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
334,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
335,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
336,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
337,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed7Date,7/9/21,7/14/21,1,8/2/21,0,5
338,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed8Date,7/9/21,7/14/21,1,8/2/21,0,5
339,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed9Date,7/9/21,,NA,8/2/21,0,0
340,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
341,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
342,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
343,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
344,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed4Date,7/9/21,7/11/21,1,8/2/21,0,2
345,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed5Date,7/9/21,7/11/21,1,8/2/21,0,2
346,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
347,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed7Date,7/9/21,7/12/21,1,8/2/21,0,3
348,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed8Date,7/9/21,7/13/21,1,8/2/21,0,4
349,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed9Date,7/9/21,7/13/21,1,8/2/21,0,4
350,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed10Date,7/9/21,7/16/21,1,8/2/21,0,7
351,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
352,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed2Date,7/9/21,7/15/21,1,8/2/21,0,6
353,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed3Date,7/9/21,7/16/21,1,8/2/21,0,7
354,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed4Date,7/9/21,7/16/21,1,8/2/21,0,7
355,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed5Date,7/9/21,7/16/21,1,8/2/21,0,7
356,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed6Date,7/9/21,7/16/21,1,8/2/21,0,7
357,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed7Date,7/9/21,7/16/21,1,8/2/21,0,7
358,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed8Date,7/9/21,7/16/21,1,8/2/21,0,7
359,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed9Date,7/9/21,,NA,8/2/21,0,0
360,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
361,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
362,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
363,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
364,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed4Date,7/9/21,7/13/21,1,8/2/21,0,4
365,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed5Date,7/9/21,7/14/21,1,8/2/21,0,5
