Pot ID,Soil,Site,Block,Habitat,Competition,Population,Biomass_date,Dittrichia_biomass,LRR_All,Grass_biomass,MeasurementDate_2,MeasurementDate_3,GrassHeight_cm_2,GrassHeight_cm_3,GrassGrowth,DittrichiaLLL_mm_2,DittrichiaLLL_mm_3,DittrichiaGrowth
692,Field Soil,LEX,4,Vegetated,Bromus,LEX-V,12/13/22,0.0038,-4.096097411,0.4406,9/16/21,10/16/21,40.1,33.4,-6.7,6.31,10.35,4.04
564,Field Soil,LEX,4,Vegetated,Festuca,LEX-V,12/12/22,0.0059,-3.656146127,0.8191,9/16/21,10/16/21,57.9,57.3,-0.6,5.57,10.71,5.14
436,Field Soil,LEX,4,Vegetated,None,LEX-V,12/12/22,0.2284,,,9/16/21,10/16/21,,,0,54.43,60.46,6.03
716,Field Soil,OAP,4,Roadside,Bromus,OAP-R,12/13/22,0.0076,-3.089246583,0.4584,9/16/21,10/16/21,40,39.2,-0.8,11.59,13.32,1.73
588,Field Soil,OAP,4,Roadside,Festuca,OAP-R,12/12/22,0.0029,-4.052684094,0.8854,9/16/21,10/16/21,48.2,47.8,-0.4,8,9.77,1.77
460,Field Soil,OAP,4,Roadside,None,OAP-R,12/12/22,0.1669,,,9/16/21,10/16/21,,,0,39.68,52.36,12.68
708,Field Soil,OAP,4,Vegetated,Bromus,OAP-V,12/13/22,0.0066,-3.547525336,0.4514,9/16/21,10/16/21,42.8,42.4,-0.4,10.99,13.39,2.4
580,Field Soil,OAP,4,Vegetated,Festuca,OAP-V,12/12/22,0.0046,-3.908538681,0.7924,9/16/21,10/16/21,83,83,0,7.82,10.02,2.2
452,Field Soil,OAP,4,Vegetated,None,OAP-V,12/13/22,0.2292,,,9/16/21,10/16/21,,,0,57.2,53.31,-3.89
732,Field Soil,PAR,4,Roadside,Bromus,PAR-R,12/12/22,0.0217,-2.667292209,0.3181,9/16/21,10/16/21,38,37.5,-0.5,12.15,24.62,12.47
604,Field Soil,PAR,4,Roadside,Festuca,PAR-R,12/13/22,0.005,-4.135166557,0.5239,9/16/21,10/16/21,44.5,57.5,13,8.72,9.94,1.22
476,Field Soil,PAR,4,Roadside,None,PAR-R,12/12/22,0.3125,,,9/16/21,10/16/21,,,0,62.21,64.84,2.63
724,Field Soil,PAR,4,Vegetated,Bromus,PAR-V,12/13/22,0.0247,-2.207072464,0.3744,9/16/21,10/16/21,35.5,44.1,8.6,20.65,21.08,0.43
596,Field Soil,PAR,4,Vegetated,Festuca,PAR-V,12/13/22,0.0018,-4.826089042,0.5717,9/16/21,10/16/21,50.3,42.5,-7.8,6.11,6.93,0.82
468,Field Soil,PAR,4,Vegetated,None,PAR-V,12/13/22,0.2245,,,9/16/21,10/16/21,,,0,45.56,51.84,6.28
748,Field Soil,PEN,4,Roadside,Bromus,PEN-R,12/13/22,0.0089,-2.602273452,0.297,9/16/21,10/16/21,37.2,30.5,-6.7,10.43,15.25,4.82
620,Field Soil,PEN,4,Roadside,Festuca,PEN-R,12/12/22,0.0006,-5.299150353,1.0015,9/16/21,10/16/21,54.9,54.6,-0.3,4.98,5.55,0.57
492,Field Soil,PEN,4,Roadside,None,PEN-R,12/13/22,0.1201,,,9/16/21,10/16/21,,,0,35.47,41.86,6.39
740,Field Soil,PEN,4,Vegetated,Bromus,PEN-V,12/13/22,0.0115,-2.953097042,0.3198,9/16/21,10/16/21,38.1,39.7,1.6,12.35,16.76,4.41
612,Field Soil,PEN,4,Vegetated,Festuca,PEN-V,12/13/22,0.0021,-4.653506733,0.6986,9/16/21,10/16/21,42,42.6,0.6,4.77,6.39,1.62
484,Field Soil,PEN,4,Vegetated,None,PEN-V,12/13/22,0.2204,,,9/16/21,10/16/21,,,0,47.89,48.95,1.06
764,Field Soil,SSJ,4,Roadside,Bromus,SSJ-R,12/13/22,0.0362,-1.502234078,0.3799,9/16/21,10/16/21,40,33.7,-6.3,30.49,30.62,0.13
636,Field Soil,SSJ,4,Roadside,Festuca,SSJ-R,12/13/22,0.0051,-3.462052657,0.3822,9/16/21,10/16/21,38.5,40.6,2.1,9.75,16.5,6.75
508,Field Soil,SSJ,4,Roadside,None,SSJ-R,12/12/22,0.1626,,,9/16/21,10/16/21,,,0,36.16,49.71,13.55
756,Field Soil,SSJ,4,Vegetated,Bromus,SSJ-V,12/12/22,0.0027,-3.818932582,0.4029,9/16/21,10/16/21,41.7,41.2,-0.5,7.98,10.29,2.31
628,Field Soil,SSJ,4,Vegetated,Festuca,SSJ-V,12/12/22,0.0009,-4.917544871,1.121,9/16/21,10/16/21,57.6,57,-0.6,6.33,7.94,1.61
500,Field Soil,SSJ,4,Vegetated,None,SSJ-V,12/12/22,0.123,,,9/16/21,10/16/21,,,0,33.99,49.95,15.96
653,Field Soil,BAY,5,Roadside,Bromus,BAY-R,12/15/22,0.0133,-2.718521501,0.2221,9/16/21,10/16/21,33.7,33.5,-0.2,13.98,24.03,10.05
525,Field Soil,BAY,5,Roadside,Festuca,BAY-R,12/15/22,0.0019,-4.66443165,0.4819,9/16/21,10/16/21,42.1,41.6,-0.5,5.57,6.25,0.68
397,Field Soil,BAY,5,Roadside,None,BAY-R,12/15/22,0.2016,,,9/16/21,10/16/21,,,0,56.44,62.15,5.71
645,Field Soil,BAY,5,Vegetated,Bromus,BAY-V,12/11/22,0.0011,-5.048106226,0.2687,9/16/21,10/16/21,35.3,35.1,-0.2,8.12,10.95,2.83
517,Field Soil,BAY,5,Vegetated,Festuca,BAY-V,12/15/22,0.0015,-4.737951297,0.4768,9/16/21,10/16/21,59.3,59.6,0.3,3.46,4.08,0.62
389,Field Soil,BAY,5,Vegetated,None,BAY-V,12/15/22,0.1713,,,9/16/21,10/16/21,,,0,27.88,49.65,21.77
669,Field Soil,CHE,5,Roadside,Bromus,CHE-R,12/15/22,0.0158,-2.227697849,0.2173,9/16/21,10/16/21,34,33.5,-0.5,13.1,18.92,5.82
541,Field Soil,CHE,5,Roadside,Festuca,CHE-R,12/15/22,0.0026,-4.032196344,0.5005,9/16/21,10/16/21,37.9,38.3,0.4,5.68,6.81,1.13
413,Field Soil,CHE,5,Roadside,None,CHE-R,12/11/22,0.1466,,,9/16/21,10/16/21,,,0,33.38,50.28,16.9
661,Field Soil,CHE,5,Vegetated,Bromus,CHE-V,12/11/22,0.0077,-2.79108543,0.1995,9/16/21,10/16/21,36.2,35.7,-0.5,9.89,18.79,8.9
533,Field Soil,CHE,5,Vegetated,Festuca,CHE-V,12/15/22,0.0025,-3.916015027,0.5704,9/16/21,10/16/21,43.2,40.2,-3,7.07,11.06,3.99
405,Field Soil,CHE,5,Vegetated,None,CHE-V,12/11/22,0.1255,,,9/16/21,10/16/21,,,0,26.86,51.9,25.04
685,Field Soil,GUA,5,Roadside,Bromus,GUA-R,12/11/22,0.0045,-3.059228585,0.2171,9/16/21,10/16/21,35.1,34.6,-0.5,8.19,13.55,5.36
557,Field Soil,GUA,5,Roadside,Festuca,GUA-R,12/11/22,0.0011,-4.467995802,0.9182,9/16/21,10/16/21,44.6,44,-0.6,4.22,4.79,0.57
429,Field Soil,GUA,5,Roadside,None,GUA-R,12/11/22,0.0959,,,9/16/21,10/16/21,,,0,20.03,47.03,27
677,Field Soil,GUA,5,Vegetated,Bromus,GUA-V,12/15/22,0.0331,-1.735311661,0.1802,9/16/21,10/16/21,26.4,33.4,7,18.08,28.46,10.38
549,Field Soil,GUA,5,Vegetated,Festuca,GUA-V,12/11/22,0.0028,-4.205225526,0.7887,9/16/21,10/16/21,71.5,72.4,0.9,5.69,9.81,4.12
421,Field Soil,GUA,5,Vegetated,None,GUA-V,12/11/22,0.1877,,,9/16/21,10/16/21,,,0,29.73,66.67,36.94
701,Field Soil,LEX,5,Roadside,Bromus,LEX-R,12/11/22,0.006,-3.503051758,0.4397,9/16/21,10/16/21,36.9,34.7,-2.2,10.16,10.75,0.59
573,Field Soil,LEX,5,Roadside,Festuca,LEX-R,12/11/22,0.0027,-4.301559454,1.2035,9/16/21,10/16/21,54.1,51.3,-2.8,7.81,9.95,2.14
445,Field Soil,LEX,5,Roadside,None,LEX-R,12/15/22,0.1993,,,9/16/21,10/16/21,,,0,51.86,54.56,2.7
693,Field Soil,LEX,5,Vegetated,Bromus,LEX-V,12/15/22,0.0027,-4.187969822,0.4975,9/16/21,10/16/21,39.1,35.3,-3.8,6.44,11.24,4.8
565,Field Soil,LEX,5,Vegetated,Festuca,LEX-V,12/15/22,0.0027,-4.187969822,0.8924,9/16/21,10/16/21,50.7,81.9,31.2,7.06,7.86,0.8
437,Field Soil,LEX,5,Vegetated,None,LEX-V,12/11/22,0.1779,,,9/16/21,10/16/21,,,0,39.06,48.77,9.71
717,Field Soil,OAP,5,Roadside,Bromus,OAP-R,12/15/22,0.0037,-3.713572067,0.5466,9/16/21,10/16/21,41.7,41.1,-0.6,7.46,11.21,3.75
589,Field Soil,OAP,5,Roadside,Festuca,OAP-R,12/11/22,0.0012,-4.83958333,1.0781,9/16/21,10/16/21,43.7,43.2,-0.5,5.66,5.05,-0.61
461,Field Soil,OAP,5,Roadside,None,OAP-R,12/15/22,0.1517,,,9/16/21,10/16/21,,,0,40.88,47.64,6.76
709,Field Soil,OAP,5,Vegetated,Bromus,OAP-V,12/15/22,0.0065,-3.340957301,0.4538,9/16/21,10/16/21,36.5,37.3,0.8,9.64,10.81,1.17
581,Field Soil,OAP,5,Vegetated,Festuca,OAP-V,12/11/22,0.0022,-4.424302118,0.8839,9/16/21,10/16/21,47.5,42.5,-5,6.55,6.28,-0.27
453,Field Soil,OAP,5,Vegetated,None,OAP-V,12/15/22,0.1836,,,9/16/21,10/16/21,,,0,52.82,63.81,10.99
733,Field Soil,PAR,5,Roadside,Bromus,PAR-R,12/11/22,0.0121,-2.904957249,0.3644,9/16/21,10/16/21,36,38.6,2.6,12.12,15.1,2.98
605,Field Soil,PAR,5,Roadside,Festuca,PAR-R,12/11/22,0.0096,-3.136399603,0.6436,9/16/21,10/16/21,64.1,28.5,-35.6,12.33,17.59,5.26
477,Field Soil,PAR,5,Roadside,None,PAR-R,12/15/22,0.221,,,9/16/21,10/16/21,,,0,48.9,40.03,-8.87
725,Field Soil,PAR,5,Vegetated,Bromus,PAR-V,12/15/22,0.0129,-2.954991025,0.365,9/16/21,10/16/21,39.2,38.3,-0.9,19.94,23.27,3.33
597,Field Soil,PAR,5,Vegetated,Festuca,PAR-V,12/11/22,0.005,-3.902780424,0.7895,9/16/21,10/16/21,45.6,45,-0.6,9.22,11.51,2.29
469,Field Soil,PAR,5,Vegetated,None,PAR-V,12/11/22,0.2477,,,9/16/21,10/16/21,,,0,55.08,61.78,6.7
749,Field Soil,PEN,5,Roadside,Bromus,PEN-R,12/11/22,0.014,-1.971100398,0.309,9/16/21,10/16/21,36.7,34.8,-1.9,13.96,19.74,5.78
621,Field Soil,PEN,5,Roadside,Festuca,PEN-R,12/11/22,,,0.8345,9/16/21,10/16/21,48.1,47.6,-0.5,4.83,,-4.83
493,Field Soil,PEN,5,Roadside,None,PEN-R,12/15/22,0.1005,,,9/16/21,10/16/21,,,0,27.33,43.97,16.64
741,Field Soil,PEN,5,Vegetated,Bromus,PEN-V,12/11/22,0.0066,-3.289080084,0.3504,9/16/21,10/16/21,41,40.5,-0.5,9.65,16.7,7.05
613,Field Soil,PEN,5,Vegetated,Festuca,PEN-V,12/15/22,0.0042,-3.741065207,0.6767,9/16/21,10/16/21,40.1,40.4,0.3,9.63,10.94,1.31
485,Field Soil,PEN,5,Vegetated,None,PEN-V,12/15/22,0.177,,,9/16/21,10/16/21,,,0,39.64,42.07,2.43
765,Field Soil,SSJ,5,Roadside,Bromus,SSJ-R,12/15/22,0.0411,-1.436126735,0.3668,9/16/21,10/16/21,39.5,37.2,-2.3,24.28,30.28,6
637,Field Soil,SSJ,5,Roadside,Festuca,SSJ-R,12/15/22,0.0011,-5.056824677,1.8158,9/16/21,10/16/21,64.2,60.3,-3.9,4.51,4.31,-0.2
509,Field Soil,SSJ,5,Roadside,None,SSJ-R,12/11/22,0.1728,,,9/16/21,10/16/21,,,0,41.87,57.65,15.78
757,Field Soil,SSJ,5,Vegetated,Bromus,SSJ-V,12/15/22,0.0313,-1.586819824,0.2553,9/16/21,10/16/21,37.3,37.1,-0.2,23.02,21.3,-1.72
629,Field Soil,SSJ,5,Vegetated,Festuca,SSJ-V,12/11/22,0.0009,-5.135798437,0.9406,9/16/21,10/16/21,53.1,52.5,-0.6,5.19,7.43,2.24
501,Field Soil,SSJ,5,Vegetated,None,SSJ-V,12/11/22,0.153,,,9/16/21,10/16/21,,,0,47.78,45.84,-1.94
654,Field Soil,BAY,6,Roadside,Bromus,BAY-R,12/11/22,0.0054,-3.965037041,0.2564,9/16/21,10/17/21,23.8,23.5,-0.3,7.97,14.54,6.57
526,Field Soil,BAY,6,Roadside,Festuca,BAY-R,12/11/22,0.0027,-4.658184221,0.8688,9/16/21,10/17/21,47.5,57.3,9.8,7.72,7.79,0.07
398,Field Soil,BAY,6,Roadside,None,BAY-R,12/11/22,0.2847,,,9/16/21,10/17/21,,,0,78.13,62.2,-15.93
646,Field Soil,BAY,6,Vegetated,Bromus,BAY-V,12/11/22,0.0018,-4.2603297,0.2969,9/16/21,10/17/21,27.5,29.8,2.3,4.26,9.51,5.25
518,Field Soil,BAY,6,Vegetated,Festuca,BAY-V,12/12/22,0.0068,-2.931193752,0.5735,9/16/21,10/17/21,48.3,48.4,0.1,9.57,13.56,3.99
390,Field Soil,BAY,6,Vegetated,None,BAY-V,12/12/22,0.1275,,,9/16/21,10/17/21,,,0,24.83,55.79,30.96
670,Field Soil,CHE,6,Roadside,Bromus,CHE-R,12/12/22,0.0079,-3.671321142,0.3155,9/16/21,10/17/21,36,35.5,-0.5,7.41,20.56,13.15
542,Field Soil,CHE,6,Roadside,Festuca,CHE-R,12/12/22,0.0036,-4.457250056,0.6908,9/16/21,10/17/21,69.3,69.4,0.1,4.11,9.5,5.39
414,Field Soil,CHE,6,Roadside,None,CHE-R,12/11/22,0.3105,,,9/16/21,10/17/21,,,0,62.86,58.19,-4.67
662,Field Soil,CHE,6,Vegetated,Bromus,CHE-V,12/12/22,0.0075,-3.279908207,0.2449,9/16/21,10/17/21,29.3,30.6,1.3,10.31,16.86,6.55
534,Field Soil,CHE,6,Vegetated,Festuca,CHE-V,12/12/22,0.0018,-4.707024562,0.5122,9/16/21,10/17/21,47.7,46,-1.7,7.16,6.92,-0.24
406,Field Soil,CHE,6,Vegetated,None,CHE-V,12/12/22,0.1993,,,9/16/21,10/17/21,,,0,41.76,54.24,12.48
686,Field Soil,GUA,6,Roadside,Bromus,GUA-R,12/12/22,0.0062,-2.708050201,0.2485,9/16/21,10/17/21,32.4,40.3,7.9,8.37,14.47,6.1
558,Field Soil,GUA,6,Roadside,Festuca,GUA-R,12/12/22,0.0017,-4.001971242,1.052,9/16/21,10/17/21,48.5,50.5,2,4.2,8.95,4.75
430,Field Soil,GUA,6,Roadside,None,GUA-R,12/12/22,0.093,,,9/16/21,10/17/21,,,0,20.84,41.49,20.65
678,Field Soil,GUA,6,Vegetated,Bromus,GUA-V,12/12/22,0.0289,-1.934475771,0.2408,9/16/21,10/17/21,35.4,34.9,-0.5,17.95,27.36,9.41
550,Field Soil,GUA,6,Vegetated,Festuca,GUA-V,12/12/22,0.0025,-4.382026635,0.9348,9/16/21,10/17/21,48.9,67.9,19,6.97,8.57,1.6
422,Field Soil,GUA,6,Vegetated,None,GUA-V,12/12/22,0.2,,,9/16/21,10/17/21,,,0,41.15,56.6,15.45
702,Field Soil,LEX,6,Roadside,Bromus,LEX-R,12/11/22,0.0114,-3.573232294,0.4089,9/16/21,10/17/21,33.9,33.3,-0.6,8.15,7.81,-0.34
574,Field Soil,LEX,6,Roadside,Festuca,LEX-R,12/11/22,0.0003,-7.210818453,1.2252,9/16/21,10/17/21,54.3,49.3,-5,4.4,6.66,2.26
446,Field Soil,LEX,6,Roadside,None,LEX-R,12/11/22,0.4062,,,9/16/21,10/17/21,,,0,67.1,63.6,-3.5
694,Field Soil,LEX,6,Vegetated,Bromus,LEX-V,12/12/22,0.0056,-3.713136432,0.3152,9/16/21,10/17/21,33,35.8,2.8,10.8,14.13,3.33
566,Field Soil,LEX,6,Vegetated,Festuca,LEX-V,12/12/22,0.0021,-4.693965685,1.0102,9/16/21,10/17/21,58.5,58.3,-0.2,6.18,10.45,4.27
438,Field Soil,LEX,6,Vegetated,None,LEX-V,12/12/22,0.2295,,,9/16/21,10/17/21,,,0,52.45,49.47,-2.98
718,Field Soil,OAP,6,Roadside,Bromus,OAP-R,12/11/22,0.0166,-2.830729752,0.3691,9/16/21,10/17/21,40.5,37.8,-2.7,16.61,23,6.39
590,Field Soil,OAP,6,Roadside,Festuca,OAP-R,12/12/22,0.0525,-1.679319278,0.354,9/16/21,10/17/21,62.3,62.2,-0.1,12.66,38.39,25.73
462,Field Soil,OAP,6,Roadside,None,OAP-R,12/12/22,0.2815,,,9/16/21,10/17/21,,,0,42.03,71.37,29.34
710,Field Soil,OAP,6,Vegetated,Bromus,OAP-V,12/12/22,0.0051,-3.54294655,0.4727,9/16/21,10/17/21,38.9,36.1,-2.8,7.31,13.5,6.19
582,Field Soil,OAP,6,Vegetated,Festuca,OAP-V,12/11/22,0.0005,-5.86533427,0.8229,9/16/21,10/17/21,51,47.5,-3.5,4.23,5.13,0.9
454,Field Soil,OAP,6,Vegetated,None,OAP-V,12/12/22,0.1763,,,9/16/21,10/17/21,,,0,32.17,47.17,15
734,Field Soil,PAR,6,Roadside,Bromus,PAR-R,12/11/22,0.0468,-2.464762084,0.3995,9/16/21,10/17/21,38.9,38.5,-0.4,25.39,32.02,6.63
606,Field Soil,PAR,6,Roadside,Festuca,PAR-R,12/11/22,0.0094,-4.069935597,0.4996,9/16/21,10/17/21,42.4,42,-0.4,14.8,15.12,0.32
478,Field Soil,PAR,6,Roadside,None,PAR-R,12/9/22,0.5504,,,9/16/21,10/17/21,,,0,73.21,61.14,-12.07
726,Field Soil,PAR,6,Vegetated,Bromus,PAR-V,12/11/22,0.0302,-2.142012068,0.3172,9/16/21,10/17/21,39.5,31.9,-7.6,22.06,32.49,10.43
598,Field Soil,PAR,6,Vegetated,Festuca,PAR-V,12/12/22,0.0023,-4.716944869,0.8439,9/16/21,10/17/21,45.3,44.6,-0.7,8.05,9.01,0.96
470,Field Soil,PAR,6,Vegetated,None,PAR-V,12/11/22,0.2572,,,9/16/21,10/17/21,,,0,46.85,57.39,10.54
750,Field Soil,PEN,6,Roadside,Bromus,PEN-R,12/11/22,0.0051,-3.306671208,0.3405,9/16/21,10/17/21,30,29.2,-0.8,9.84,10.34,0.5
622,Field Soil,PEN,6,Roadside,Festuca,PEN-R,12/12/22,0.0025,-4.019621016,0.7765,9/16/21,10/17/21,42.1,36.6,-5.5,6.13,10.42,4.29
494,Field Soil,PEN,6,Roadside,None,PEN-R,12/11/22,0.1392,,,9/16/21,10/17/21,,,0,33.38,48.48,15.1
742,Field Soil,PEN,6,Vegetated,Bromus,PEN-V,12/11/22,0.0133,-2.545678688,0.3318,9/16/21,10/17/21,36.6,34.2,-2.4,12.87,20.47,7.6
614,Field Soil,PEN,6,Vegetated,Festuca,PEN-V,12/12/22,0.0012,-4.951121167,0.886,9/16/21,10/17/21,39.6,62.2,22.6,5.2,5.41,0.21
486,Field Soil,PEN,6,Vegetated,None,PEN-V,12/11/22,0.1696,,,9/16/21,10/17/21,,,0,33.85,47.1,13.25
766,Field Soil,SSJ,6,Roadside,Bromus,SSJ-R,12/12/22,0.0383,-1.131991511,0.4691,9/16/21,10/17/21,40.5,39.8,-0.7,19.51,30.86,11.35
638,Field Soil,SSJ,6,Roadside,Festuca,SSJ-R,12/11/22,0.0009,-4.882801923,1.9061,9/16/21,10/17/21,57.1,57,-0.1,4.24,5.21,0.97
510,Field Soil,SSJ,6,Roadside,None,SSJ-R,12/12/22,0.1188,,,9/16/21,10/17/21,,,0,30.78,44.43,13.65
758,Field Soil,SSJ,6,Vegetated,Bromus,SSJ-V,12/12/22,0.0095,-2.73573363,0.2883,9/16/21,10/17/21,31.7,31,-0.7,12.89,17.27,4.38
630,Field Soil,SSJ,6,Vegetated,Festuca,SSJ-V,12/11/22,0.0068,-3.070102816,0.9346,9/16/21,10/17/21,60.6,70.2,9.6,7.59,13.45,5.86
502,Field Soil,SSJ,6,Vegetated,None,SSJ-V,12/11/22,0.1465,,,9/16/21,10/17/21,,,0,35.5,46.3,10.8
655,Field Soil,BAY,7,Roadside,Bromus,BAY-R,12/14/22,0.0048,-4.090866298,0.2023,9/16/21,10/17/21,26.6,31,4.4,7.57,14.63,7.06
527,Field Soil,BAY,7,Roadside,Festuca,BAY-R,12/14/22,0.0023,-4.826573093,0.8902,9/16/21,10/17/21,76.4,90.8,14.4,5.89,7.89,2
399,Field Soil,BAY,7,Roadside,None,BAY-R,12/14/22,0.287,,,9/16/21,10/17/21,,,0,47.76,72.21,24.45
647,Field Soil,BAY,7,Vegetated,Bromus,BAY-V,12/14/22,0.0042,-3.10180682,0.297,9/16/21,10/17/21,33.9,33.7,-0.2,8.23,12.64,4.41
519,Field Soil,BAY,7,Vegetated,Festuca,BAY-V,12/14/22,0.0022,-3.748433985,0.58,9/16/21,10/17/21,53,63.2,10.2,5.11,9.93,4.82
391,Field Soil,BAY,7,Vegetated,None,BAY-V,12/14/22,0.0934,,,9/16/21,10/17/21,,,0,26.7,51.16,24.46
671,Field Soil,CHE,7,Roadside,Bromus,CHE-R,12/14/22,0.0146,-2.304637779,0.2264,9/16/21,10/17/21,33.1,33.4,0.3,10.04,21.04,11
543,Field Soil,CHE,7,Roadside,Festuca,CHE-R,12/14/22,0.0013,-4.723295044,0.8153,9/16/21,10/17/21,43,43.2,0.2,5.05,5.27,0.22
415,Field Soil,CHE,7,Roadside,None,CHE-R,12/14/22,0.1463,,,9/16/21,10/17/21,,,0,27.54,52.44,24.9
663,Field Soil,CHE,7,Vegetated,Bromus,CHE-V,12/14/22,0.0117,-2.967561397,0.2231,9/16/21,10/17/21,31.7,34,2.3,14.08,18.43,4.35
535,Field Soil,CHE,7,Vegetated,Festuca,CHE-V,12/14/22,0.0023,-4.594241115,0.8186,9/16/21,10/17/21,78.1,78.2,0.1,5.54,7.8,2.26
407,Field Soil,CHE,7,Vegetated,None,CHE-V,12/14/22,0.2275,,,9/16/21,10/17/21,,,0,49.45,57,7.55
687,Field Soil,GUA,7,Roadside,Bromus,GUA-R,12/14/22,0.0056,-3.180283486,0.33,9/16/21,10/17/21,35.1,34.7,-0.4,9.01,15.03,6.02
559,Field Soil,GUA,7,Roadside,Festuca,GUA-R,12/14/22,0.0014,-4.566577847,0.6324,9/16/21,10/17/21,45.1,43.1,-2,5,7.28,2.28
431,Field Soil,GUA,7,Roadside,None,GUA-R,12/14/22,0.1347,,,9/16/21,10/17/21,,,0,30.74,62.72,31.98
679,Field Soil,GUA,7,Vegetated,Bromus,GUA-V,12/14/22,0.0153,-2.715862741,0.275,9/16/21,10/17/21,37,42.2,5.2,12.22,21.13,8.91
551,Field Soil,GUA,7,Vegetated,Festuca,GUA-V,12/14/22,0.014,-2.80465824,0.4641,9/16/21,10/17/21,60.5,60.5,0,11.54,21.1,9.56
423,Field Soil,GUA,7,Vegetated,None,GUA-V,12/14/22,0.2313,,,9/16/21,10/17/21,,,0,42.91,74.79,31.88
703,Field Soil,LEX,7,Roadside,Bromus,LEX-R,12/14/22,0.0069,-3.284500712,0.3711,9/16/21,10/17/21,33.2,35.8,2.6,12.15,13.73,1.58
575,Field Soil,LEX,7,Roadside,Festuca,LEX-R,12/14/22,0.0012,-5.033700567,1.0264,9/16/21,10/17/21,49.2,49.1,-0.1,5.91,6.64,0.73
447,Field Soil,LEX,7,Roadside,None,LEX-R,12/14/22,0.1842,,,9/16/21,10/17/21,,,0,41.75,44.21,2.46
695,Field Soil,LEX,7,Vegetated,Bromus,LEX-V,12/14/22,0.0029,-4.309177816,0.4181,9/16/21,10/17/21,38.5,36.1,-2.4,5.68,11.53,5.85
567,Field Soil,LEX,7,Vegetated,Festuca,LEX-V,12/14/22,0.0014,-5.037416317,1.1932,9/16/21,10/17/21,48.5,48.5,0,4.97,5.64,0.67
439,Field Soil,LEX,7,Vegetated,None,LEX-V,12/14/22,0.2157,,,9/16/21,10/17/21,,,0,43.43,66.33,22.9
719,Field Soil,OAP,7,Roadside,Bromus,OAP-R,12/14/22,0.0136,-3.11905549,0.3553,9/16/21,10/17/21,37.1,34.5,-2.6,16.46,18.92,2.46
591,Field Soil,OAP,7,Roadside,Festuca,OAP-R,12/14/22,0.0017,-5.198497031,0.8965,9/16/21,10/17/21,43.9,64.9,21,6.72,6.58,-0.14
463,Field Soil,OAP,7,Roadside,None,OAP-R,12/14/22,0.3077,,,9/16/21,10/17/21,,,0,57.27,65.73,8.46
711,Field Soil,OAP,7,Vegetated,Bromus,OAP-V,12/14/22,0.0072,-3.47609869,0.4054,9/16/21,10/17/21,42.7,42.3,-0.4,11.04,14.93,3.89
583,Field Soil,OAP,7,Vegetated,Festuca,OAP-V,12/14/22,0.0019,-4.80832583,0.7396,9/16/21,10/17/21,36.6,39.2,2.6,3.85,3.67,-0.18
455,Field Soil,OAP,7,Vegetated,None,OAP-V,12/14/22,0.2328,,,9/16/21,10/17/21,,,0,50.64,56.91,6.27
735,Field Soil,PAR,7,Roadside,Bromus,PAR-R,12/14/22,0.0446,-1.805491361,0.4231,9/16/21,10/17/21,38.5,33.8,-4.7,30.36,27.74,-2.62
607,Field Soil,PAR,7,Roadside,Festuca,PAR-R,12/14/22,0.0018,-5.015438555,1.7619,9/16/21,10/17/21,57.1,49.7,-7.4,6.03,7.04,1.01
479,Field Soil,PAR,7,Roadside,None,PAR-R,12/14/22,0.2713,,,9/16/21,10/17/21,,,0,47.69,56.78,9.09
727,Field Soil,PAR,7,Vegetated,Bromus,PAR-V,12/14/22,0.0147,-1.413141611,0.3725,9/16/21,10/17/21,42.6,42.8,0.2,17.16,18.98,1.82
599,Field Soil,PAR,7,Vegetated,Festuca,PAR-V,12/14/22,0.0008,-4.324132656,0.5937,9/16/21,10/17/21,39.7,49.7,10,5.18,8.46,3.28
471,Field Soil,PAR,7,Vegetated,None,PAR-V,12/14/22,0.0604,,,9/16/21,10/17/21,,,0,27.69,42.94,15.25
751,Field Soil,PEN,7,Roadside,Bromus,PEN-R,12/14/22,0.0048,-3.409496184,0.5351,9/16/21,10/17/21,37.6,38.3,0.7,11.64,11.16,-0.48
623,Field Soil,PEN,7,Roadside,Festuca,PEN-R,12/14/22,0.0021,-4.236174758,1.1706,9/16/21,10/17/21,54.1,53.7,-0.4,10.75,6.35,-4.4
495,Field Soil,PEN,7,Roadside,None,PEN-R,12/14/22,0.1452,,,9/16/21,10/17/21,,,0,39.16,53.47,14.31
743,Field Soil,PEN,7,Vegetated,Bromus,PEN-V,12/14/22,0.0129,-2.600677901,0.368,9/16/21,10/17/21,34.8,34.7,-0.1,15.2,21.87,6.67
615,Field Soil,PEN,7,Vegetated,Festuca,PEN-V,12/14/22,0.0025,-4.241614481,1.1646,9/16/21,10/17/21,51.4,52.2,0.8,11.87,8.95,-2.92
487,Field Soil,PEN,7,Vegetated,None,PEN-V,12/14/22,0.1738,,,9/16/21,10/17/21,,,0,38.44,50.45,12.01
767,Field Soil,SSJ,7,Roadside,Bromus,SSJ-R,12/14/22,0.0406,-1.904970859,0.3097,9/16/21,10/17/21,41.2,42.7,1.5,26.28,27.26,0.98
639,Field Soil,SSJ,7,Roadside,Festuca,SSJ-R,12/14/22,0.0016,-5.138735297,1.1678,9/16/21,10/17/21,50.3,47.1,-3.2,7.46,5.76,-1.7
