Block,Plot,Flag,Pos,Flag_Pos,Population,Site,Habitat,Treatment,PlantDate,LeafMeas1,LeafMeas2,Growth,MortDate,DeathBy,MortBinaryCont,MortBinaryNom,Censor,DaysMort,Census,DaysCensus,NumDaysAlive,HarvDate,BudDate,Repro,DaysBud,NumBuds,FlowerDate,NumFlower,Height,Biomass,Biomass date,Notes
B,4,B4,11,B4_11,LEX-O,LEX,Off-road,Hemizonia,3/9/21,26,36,10,6/18/21,,0,0,0,101,11/15/21,251,101,,,0, ,,,,,,,
B,4,B4,12,B4_12,GUA-O,GUA,Off-road,Hemizonia,2/27/21,17.98,17,-0.98,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
B,4,B4,13,B4_13,CHE-R,CHE,Roadside,Hemizonia,2/27/21,19.13,31,11.87,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
B,4,B4,14,B4_14,BAY-O,BAY,Off-road,Hemizonia,2/27/21,18.45,34,15.55,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,21.5,0.589,9/28/21,
B,4,B4,15,B4_15,PEN-O,PEN,Off-road,Hemizonia,2/27/21,11.16,22,10.84,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
B,4,B4,16,B4_16,SSJ-O,SSJ,Off-road,Hemizonia,3/9/21,16,50,34,,,1,1,1,-44264,11/15/21,251,251,9/24/21,9/24/21,1,199,,,,22.5,0.744,9/27/21,
B,5,B5,1,B5_01,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/21,9.2,19,9.8,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
B,5,B5,2,B5_02,PAR-R,PAR,Roadside,Raking + Clipping,2/27/21,13.01,23,9.99,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
B,5,B5,3,B5_03,PAR-O,PAR,Off-road,Raking + Clipping,2/27/21,17.01,32,14.99,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
B,5,B5,4,B5_04,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/21,19.2,35,15.8,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
B,5,B5,5,B5_05,OAP-O,OAP,Off-road,Raking + Clipping,2/27/21,12.17,35,22.83,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
B,5,B5,6,B5_06,LEX-R,LEX,Roadside,Raking + Clipping,2/27/21,23.61,28,4.39,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,6.4,0.039,9/9/21,harvest data after mortality bc body still available 
B,5,B5,7,B5_07,CHE-O,CHE,Off-road,Raking + Clipping,2/27/21,9.93,39,29.07,8/12/21,,0,0,0,166,11/15/21,261,166,8/12/21,,0, ,,,,10.3,0.283,9/7/21,
B,5,B5,8,B5_08,PEN-O,PEN,Off-road,Raking + Clipping,2/27/21,9.17,11,1.83,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
B,5,B5,9,B5_09,BAY-O,BAY,Off-road,Raking + Clipping,2/27/21,17.66,29,11.34,6/18/21,Squirrel,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
B,5,B5,10,B5_10,GUA-O,GUA,Off-road,Raking + Clipping,2/27/21,7.86,17,9.14,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
B,5,B5,11,B5_11,LEX-O,LEX,Off-road,Raking + Clipping,2/27/21,19.8,33,13.2,,,1,1,1,-44254,11/15/21,261,261,7/16/21,7/16/21,1,139,,,,14.9,0.278,9/28/21,
B,5,B5,12,B5_12,OAP-R,OAP,Roadside,Raking + Clipping,2/27/21,23.95,23,-0.95,,,1,1,1,-44254,11/15/21,261,261,7/2/21,5/28/21,1,90,10,6/11/21,1,10.9,0.105,9/9/21,
B,5,B5,13,B5_13,PEN-R,PEN,Roadside,Raking + Clipping,2/27/21,17.35,34,16.65,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
B,5,B5,14,B5_14,CHE-R,CHE,Roadside,Raking + Clipping,2/27/21,16.33,37,20.67,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
B,5,B5,15,B5_15,GUA-R,GUA,Roadside,Raking + Clipping,2/27/21,21.93,37,15.07,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
B,5,B5,16,B5_16,BAY-R,BAY,Roadside,Raking + Clipping,2/27/21,26.82,26,-0.82,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,1,C1,1,C1_01,SSJ-O,SSJ,Off-road,Hemizonia,2/27/21,15.8,19,3.2,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,2.7,0.013,9/28/21,
C,1,C1,2,C1_02,BAY-O,BAY,Off-road,Hemizonia,2/27/21,21.92,41,19.08,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,3.2,0.114,9/9/21,
C,1,C1,3,C1_03,CHE-R,CHE,Roadside,Hemizonia,2/27/21,18.93,8,-10.93,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,1,C1,4,C1_04,GUA-O,GUA,Off-road,Hemizonia,2/27/21,15.4,23,7.6,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,1,C1,5,C1_05,OAP-O,OAP,Off-road,Hemizonia,2/27/21,14.44,14,-0.44,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,1,C1,6,C1_06,PAR-R,PAR,Roadside,Hemizonia,2/27/21,20.43,19,-1.43,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
C,1,C1,7,C1_07,GUA-R,GUA,Roadside,Hemizonia,2/27/21,23.83,27,3.17,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
C,1,C1,8,C1_08,OAP-R,OAP,Roadside,Hemizonia,2/27/21,21.16,18,-3.16,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,1,C1,9,C1_09,SSJ-R,SSJ,Roadside,Hemizonia,2/27/21,17.84,20,2.16,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,1,C1,10,C1_10,BAY-R,BAY,Roadside,Hemizonia,2/27/21,17.76,39,21.24,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,5.8,0.197,9/9/21,
C,1,C1,11,C1_11,LEX-O,LEX,Off-road,Hemizonia,2/27/21,19.27,14,-5.27,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,1,C1,12,C1_12,PAR-O,PAR,Off-road,Hemizonia,2/27/21,10.61,28,17.39,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
C,1,C1,13,C1_13,LEX-R,LEX,Roadside,Hemizonia,2/27/21,15.67,35,19.33,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,37.8,1.791,9/28/21,
C,1,C1,14,C1_14,PEN-O,PEN,Off-road,Hemizonia,2/27/21,10.52,33,22.48,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,31.5,1.654,9/27/21,
C,1,C1,15,C1_15,CHE-O,CHE,Off-road,Hemizonia,2/27/21,21.96,31,9.04,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,14.6,0.452,9/28/21,
C,1,C1,16,C1_16,PEN-R,PEN,Roadside,Hemizonia,2/27/21,19.94,17,-2.94,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,3.5,0.019,9/9/21,
C,2,C2,1,C2_01,PEN-R,PEN,Roadside,Biomass Removal,2/27/21,26.86,45,18.14,,,1,1,1,-44254,11/15/21,261,261,8/27/21,8/27/21,1,181,,,,58.7,14.03,9/8/21,
C,2,C2,2,C2_02,GUA-O,GUA,Off-road,Biomass Removal,2/27/21,21.65,48,26.35,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,48.7,9.539,9/20/21,
C,2,C2,3,C2_03,PAR-O,PAR,Off-road,Biomass Removal,2/27/21,17.07,37,19.93,,,1,1,1,-44254,11/15/21,261,261,8/27/21,8/27/21,1,181,,,,31,2.877,9/7/21,
C,2,C2,4,C2_04,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/21,15.61,42,26.39,,,1,1,1,-44254,11/15/21,261,261,9/17/21,9/17/21,1,202,,,,38.1,2.916,9/22/21,
C,2,C2,5,C2_05,BAY-O,BAY,Off-road,Biomass Removal,2/27/21,15.42,54,38.58,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,66,10.089,9/20/21,
C,2,C2,6,C2_06,CHE-R,CHE,Roadside,Biomass Removal,2/27/21,25.83,51,25.17,,,1,1,1,-44254,11/15/21,261,261,8/12/21,8/12/21,1,166,,,,43.4,10.443,9/8/21,
C,2,C2,7,C2_07,GUA-R,GUA,Roadside,Biomass Removal,2/27/21,27.18,40,12.82,,,1,1,1,-44254,11/15/21,261,261,9/17/21,9/17/21,1,202,,,,34.5,3.312,9/22/21,
C,2,C2,8,C2_08,LEX-O,LEX,Off-road,Biomass Removal,2/27/21,27.38,46,18.62,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,42,7.827,9/14/21,
C,2,C2,9,C2_09,CHE-O,CHE,Off-road,Biomass Removal,2/27/21,21.31,59,37.69,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,60,10.224,9/20/21,
C,2,C2,10,C2_10,SSJ-O,SSJ,Off-road,Biomass Removal,2/27/21,26.66,63,36.34,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,60.8,20.686,9/20/21,
C,2,C2,11,C2_11,OAP-R,OAP,Roadside,Biomass Removal,2/27/21,10.49,,-10.49,4/5/21,,0,0,0,37,11/15/21,261,37,,,0, ,,,,,,,
C,2,C2,12,C2_12,PEN-O,PEN,Off-road,Biomass Removal,2/27/21,13.68,35,21.32,,,1,1,1,-44254,11/15/21,261,261,9/3/21,9/3/21,1,188,,,,36.5,4.676,9/7/21,
C,2,C2,13,C2_13,BAY-R,BAY,Roadside,Biomass Removal,2/27/21,27.01,,-27.01,4/30/21,,0,0,0,62,11/15/21,261,62,,,0, ,,,,,,,
C,2,C2,14,C2_14,LEX-R,LEX,Roadside,Biomass Removal,2/27/21,14.06,61,46.94,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,61.7,9.373,9/20/21,
C,2,C2,15,C2_15,PAR-R,PAR,Roadside,Biomass Removal,2/27/21,18.89,40,21.11,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,37.6,3.279,9/14/21,
C,2,C2,16,C2_16,OAP-O,OAP,Off-road,Biomass Removal,2/27/21,16.86,34,17.14,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,30.6,2.162,9/28/21,
C,3,C3,1,C3_01,OAP-R,OAP,Roadside,Control,2/27/21,22.26,11,-11.26,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
C,3,C3,2,C3_02,GUA-R,GUA,Roadside,Control,2/27/21,25.77,15,-10.77,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,3,C3,3,C3_03,SSJ-R,SSJ,Roadside,Control,2/27/21,23.11,17,-6.11,6/11/21,,0,0,0,104,11/15/21,261,104,7/2/21,,0, ,,,,5.7,0.035,9/9/21,
C,3,C3,4,C3_04,SSJ-O,SSJ,Off-road,Control,2/27/21,18.49,7,-11.49,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,3,C3,5,C3_05,LEX-R,LEX,Roadside,Control,3/24/21,12,10,-2,6/11/21,,0,0,0,79,11/15/21,236,79,,,0, ,,,,,,,
C,3,C3,6,C3_06,LEX-O,LEX,Off-road,Control,2/27/21,18.48,,-18.48,5/16/21,,0,0,0,78,11/15/21,261,78,,,0, ,,,,,,,
C,3,C3,7,C3_07,OAP-O,OAP,Off-road,Control,2/27/21,24.84,18,-6.84,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,4.8,0.031,9/9/21,
C,3,C3,8,C3_08,PAR-R,PAR,Roadside,Control,2/27/21,15.01,15,-0.01,6/18/21,,0,0,0,111,11/15/21,261,111,7/2/21,,0, ,,,,4.9,,,no body in envelope- lost biomass data 
C,3,C3,9,C3_09,GUA-O,GUA,Off-road,Control,2/27/21,23.53,20,-3.53,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
C,3,C3,10,C3_10,CHE-R,CHE,Roadside,Control,2/27/21,27.42,19,-8.42,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
C,3,C3,11,C3_11,CHE-O,CHE,Off-road,Control,3/12/21,25,19,-6,7/9/21,,0,0,0,119,11/15/21,248,119,7/9/21,,0, ,,,,5,0.032,9/9/21,
C,3,C3,12,C3_12,BAY-R,BAY,Roadside,Control,2/27/21,22.77,22,-0.77,,,1,1,1,-44254,11/15/21,261,261,7/2/21,5/28/21,1,90,8,,,10.9,0.065,9/8/21,
C,3,C3,13,C3_13,BAY-O,BAY,Off-road,Control,2/27/21,21.3,,-21.3,5/16/21,,0,0,0,78,11/15/21,261,78,,,0, ,,,,,,,
C,3,C3,14,C3_14,PEN-R,PEN,Roadside,Control,2/27/21,23.3,14,-9.3,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,3,C3,15,C3_15,PAR-O,PAR,Off-road,Control,2/27/21,21.95,,-21.95,5/16/21,,0,0,0,78,11/15/21,261,78,,,0, ,,,,,,,
C,3,C3,16,C3_16,PEN-O,PEN,Off-road,Control,2/27/21,19.75,12,-7.75,,,1,1,1,-44254,11/15/21,261,261,11/3/21,11/3/21,1,249,,,,4.1,0.072,12/1/21,
C,4,C4,1,C4_01,PAR-R,PAR,Roadside,Raking + Clipping,2/27/21,21.61,25,3.39,,,1,1,1,-44254,11/15/21,261,261,7/2/21,5/28/21,1,90,15,,,15.6,0.253,9/8/21,
C,4,C4,2,C4_02,OAP-R,OAP,Roadside,Raking + Clipping,3/19/21,17,14,-3,6/11/21,,0,0,0,84,11/15/21,241,84,,,0, ,,,,,,,
C,4,C4,3,C4_03,PEN-O,PEN,Off-road,Raking + Clipping,3/19/21,36,20,-16,6/11/21,,0,0,0,84,11/15/21,241,84,,,0, ,,,,,,,
C,4,C4,4,C4_04,GUA-O,GUA,Off-road,Raking + Clipping,3/1/21,19,21,2,6/18/21,,0,0,0,109,11/15/21,259,109,,,0, ,,,,,,,
C,4,C4,5,C4_05,CHE-R,CHE,Roadside,Raking + Clipping,2/27/21,24.57,30,5.43,,,1,1,1,-44254,11/15/21,261,261,10/8/21,10/8/21,1,223,,,,6,0.158,10/13/21,
C,4,C4,6,C4_06,PAR-O,PAR,Off-road,Raking + Clipping,2/27/21,18,20,2,7/30/21,,0,0,0,153,11/15/21,261,153,7/30/21,,0, ,,,,3.8,0.134,9/8/21,
C,4,C4,7,C4_07,SSJ-R,SSJ,Roadside,Raking + Clipping,3/19/21,28,16,-12,6/11/21,,0,0,0,84,11/15/21,241,84,,,0, ,,,,,,,
C,4,C4,8,C4_08,BAY-R,BAY,Roadside,Raking + Clipping,2/27/21,9.79,13,3.21,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
C,4,C4,9,C4_09,CHE-O,CHE,Off-road,Raking + Clipping,2/27/21,24,34,10,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,11.9,0.383,9/28/21,
C,4,C4,10,C4_10,SSJ-O,SSJ,Off-road,Raking + Clipping,3/19/21,27,36,9,7/2/21,,0,0,0,105,11/15/21,241,105,7/2/21,,0, ,,,,5.6,0.15,9/8/21,
C,4,C4,11,C4_11,BAY-O,BAY,Off-road,Raking + Clipping,2/27/21,18.51,21,2.49,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,5.8,0.042,9/8/21,
C,4,C4,12,C4_12,PEN-R,PEN,Roadside,Raking + Clipping,2/27/21,22.13,12,-10.13,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,4,C4,13,C4_13,LEX-R,LEX,Roadside,Raking + Clipping,2/27/21,20.55,20,-0.55,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,4.6,0.083,9/7/21,
C,4,C4,14,C4_14,GUA-R,GUA,Roadside,Raking + Clipping,2/27/21,22.21,25,2.79,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,6.2,0.115,9/8/21,
C,4,C4,15,C4_15,OAP-O,OAP,Off-road,Raking + Clipping,2/27/21,13.15,29,15.85,,,1,1,1,-44254,11/15/21,261,261,10/1/21,10/1/21,1,216,,,,13.6,0.359,10/4/21,
C,4,C4,16,C4_16,LEX-O,LEX,Off-road,Raking + Clipping,2/27/21,16.77,,-16.77,5/16/21,,0,0,0,78,11/15/21,261,78,,,0, ,,,,,,,
C,5,C5,1,C5_01,CHE-O,CHE,Off-road,Raking,2/27/21,21.47,25,3.53,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,4.9,0.039,9/8/21,
C,5,C5,2,C5_02,PAR-R,PAR,Roadside,Raking,2/27/21,25.15,21,-4.15,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,4.6,0.052,9/28/21,
C,5,C5,3,C5_03,PEN-R,PEN,Roadside,Raking,2/27/21,22.32,,-22.32,4/16/21,,0,0,0,48,11/15/21,261,48,,,0, ,,,,,,,
C,5,C5,4,C5_04,GUA-O,GUA,Off-road,Raking,2/27/21,23.11,20,-3.11,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,3.4,0.019,9/8/21,
C,5,C5,5,C5_05,GUA-R,GUA,Roadside,Raking,2/27/21,13.55,12,-1.55,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,5,C5,6,C5_06,SSJ-O,SSJ,Off-road,Raking,2/27/21,19.12,5,-14.12,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
C,5,C5,7,C5_07,SSJ-R,SSJ,Roadside,Raking,2/27/21,11.77,5,-6.77,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
C,5,C5,8,C5_08,PAR-O,PAR,Off-road,Raking,2/27/21,21.8,10,-11.8,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,5,C5,9,C5_09,CHE-R,CHE,Roadside,Raking,2/27/21,24.52,22,-2.52,,,1,1,1,-44254,11/15/21,261,261,10/8/21,10/8/21,1,223,,,,8.7,0.118,10/13/21,
C,5,C5,10,C5_10,BAY-O,BAY,Off-road,Raking,2/27/21,13.36,5,-8.36,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,5,C5,11,C5_11,LEX-R,LEX,Roadside,Raking,2/27/21,26.82,12,-14.82,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,2.7,0.024,9/7/21,
C,5,C5,12,C5_12,BAY-R,BAY,Roadside,Raking,2/27/21,25.1,14,-11.1,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
C,5,C5,13,C5_13,OAP-R,OAP,Roadside,Raking,2/27/21,21.04,8,-13.04,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,5,C5,14,C5_14,OAP-O,OAP,Off-road,Raking,2/27/21,9.51,9,-0.51,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
C,5,C5,15,C5_15,LEX-O,LEX,Off-road,Raking,2/27/21,9.26,10,0.74,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
C,5,C5,16,C5_16,PEN-O,PEN,Off-road,Raking,3/24/21,12,9,-3,5/28/21,,0,0,0,65,11/15/21,236,65,,,0, ,,,,,,,
D,1,D1,1,D1_01,LEX-R,LEX,Roadside,Biomass Removal,2/27/21,18.78,30,11.22,9/3/21,,0,0,0,188,11/15/21,261,188,9/3/21,,0, ,,,,22.3,2.132,9/28/21,
D,1,D1,2,D1_02,OAP-R,OAP,Roadside,Biomass Removal,2/27/21,22.48,41,18.52,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,50.9,9.151,9/13/21,
D,1,D1,3,D1_03,BAY-O,BAY,Off-road,Biomass Removal,2/27/21,10.86,44,33.14,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,9.6,0.67,9/8/21,
D,1,D1,4,D1_04,PEN-R,PEN,Roadside,Biomass Removal,2/27/21,18.11,52,33.89,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,39.9,3.194,9/28/21,
D,1,D1,5,D1_05,SSJ-O,SSJ,Off-road,Biomass Removal,2/27/21,12.12,41,28.88,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,39.5,5.794,9/14/21,
D,1,D1,6,D1_06,LEX-O,LEX,Off-road,Biomass Removal,2/27/21,16.52,41,24.48,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,55.5,10.638,9/22/21,
D,1,D1,7,D1_07,PAR-O,PAR,Off-road,Biomass Removal,2/27/21,16.05,65,48.95,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,59.9,9.809,9/13/21,
D,1,D1,8,D1_08,GUA-R,GUA,Roadside,Biomass Removal,2/27/21,25.64,50,24.36,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,50.3,11.275,9/20/21,
D,1,D1,9,D1_09,CHE-R,CHE,Roadside,Biomass Removal,3/1/21,23,50,27,,,1,1,1,-44256,11/15/21,259,259,9/10/21,9/10/21,1,193,,,,47.1,13.618,9/22/21,
D,1,D1,10,D1_10,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/21,9.36,,-9.36,4/5/21,,0,0,0,37,11/15/21,261,37,,,0, ,,,,,,,
D,1,D1,11,D1_11,CHE-O,CHE,Off-road,Biomass Removal,3/9/21,25,50,25,,,1,1,1,-44264,11/15/21,251,251,9/10/21,9/10/21,1,185,,,,54.3,18.735,9/20/21,
D,1,D1,12,D1_12,PAR-R,PAR,Roadside,Biomass Removal,3/12/21,22,,-22,5/16/21,,0,0,0,65,11/15/21,248,65,,,0, ,,,,,,,
D,1,D1,13,D1_13,BAY-R,BAY,Roadside,Biomass Removal,2/27/21,14.95,56,41.05,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,56.6,7.803,9/13/21,
D,1,D1,14,D1_14,OAP-O,OAP,Off-road,Biomass Removal,2/27/21,14.55,44,29.45,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,43.2,12.406,9/20/21,
D,1,D1,15,D1_15,GUA-O,GUA,Off-road,Biomass Removal,3/9/21,15,,-15,4/24/21,,0,0,0,46,11/15/21,251,46,,,0, ,,,,,,,
D,1,D1,16,D1_16,PEN-O,PEN,Off-road,Biomass Removal,2/27/21,24.96,55,30.04,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,65.5,10.05,9/20/21,
D,2,D2,1,D2_01,PEN-O,PEN,Off-road,Hemizonia,2/27/21,11.3,17,5.7,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
D,2,D2,2,D2_02,OAP-R,OAP,Roadside,Hemizonia,2/27/21,24.63,,-24.63,4/5/21,,0,0,0,37,11/15/21,261,37,,,0, ,,,,,,,
D,2,D2,3,D2_03,CHE-R,CHE,Roadside,Hemizonia,3/1/21,27,39,12,,,1,1,1,-44256,11/15/21,259,259,9/24/21,9/24/21,1,207,,,,21.2,0.51,9/27/21,
D,2,D2,4,D2_04,PAR-O,PAR,Off-road,Hemizonia,2/27/21,24.52,23,-1.52,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,5.5,0.018,9/28/21,
D,2,D2,5,D2_05,SSJ-O,SSJ,Off-road,Hemizonia,2/27/21,19.67,,-19.67,4/24/21,,0,0,0,56,11/15/21,261,56,,,0, ,,,,,,,
D,2,D2,6,D2_06,GUA-R,GUA,Roadside,Hemizonia,2/27/21,9.73,12,2.27,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
D,2,D2,7,D2_07,LEX-R,LEX,Roadside,Hemizonia,2/27/21,20.46,34,13.54,,,1,1,1,-44254,11/15/21,261,261,10/1/21,10/1/21,1,216,,,,29.6,0.957,10/4/21,
D,2,D2,8,D2_08,CHE-O,CHE,Off-road,Hemizonia,2/27/21,19.15,25,5.85,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,18.4,0.227,9/27/21,
D,2,D2,9,D2_09,LEX-O,LEX,Off-road,Hemizonia,2/27/21,21.3,,-21.3,5/16/21,,0,0,0,78,11/15/21,261,78,,,0, ,,,,,,,
D,2,D2,10,D2_10,SSJ-R,SSJ,Roadside,Hemizonia,2/27/21,22.31,,-22.31,4/24/21,Squirrel,0,0,0,56,11/15/21,261,56,,,0, ,,,,,,,Dead due to squirrel
D,2,D2,11,D2_11,BAY-O,BAY,Off-road,Hemizonia,2/27/21,13.2,,-13.2,4/24/21,Squirrel,0,0,0,56,11/15/21,261,56,,,0, ,,,,,,,Dead due to squirrel
D,2,D2,12,D2_12,BAY-R,BAY,Roadside,Hemizonia,3/19/21,26,20,-6,,,1,1,1,-44274,11/15/21,241,241,7/2/21,6/11/21,1,84,7,,,8.1,0.068,9/8/21,
D,2,D2,13,D2_13,PEN-R,PEN,Roadside,Hemizonia,2/27/21,12.69,,-12.69,4/24/21,,0,0,0,56,11/15/21,261,56,,,0, ,,,,,,,
D,2,D2,14,D2_14,OAP-O,OAP,Off-road,Hemizonia,2/27/21,14,12,-2,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
D,2,D2,15,D2_15,GUA-O,GUA,Off-road,Hemizonia,2/27/21,18.82,22,3.18,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,30.1,0.953,9/27/21,
D,2,D2,16,D2_16,PAR-R,PAR,Roadside,Hemizonia,2/27/21,20.78,28,7.22,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,19.5,0.393,9/27/21,
D,3,D3,1,D3_01,OAP-R,OAP,Roadside,Control,3/9/21,25,30,5,6/11/21,,0,0,0,94,11/15/21,251,94,,,0, ,,,,,,,
D,3,D3,2,D3_02,SSJ-O,SSJ,Off-road,Control,2/27/21,20.19,21,0.81,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,3,D3,3,D3_03,BAY-O,BAY,Off-road,Control,2/27/21,18.01,5,-13.01,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,3,D3,4,D3_04,SSJ-R,SSJ,Roadside,Control,2/27/21,18.62,23,4.38,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,2.9,0.051,9/8/21,
D,3,D3,5,D3_05,CHE-R,CHE,Roadside,Control,2/27/21,34.62,31,-3.62,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,18.7,0.396,9/28/21,
