Block,Plot,Flag,Pos,Flag_Pos,Source,Pop,Type,Trt,PlantDate,LeafMeas1,LeafMeas2,MortDate,DeathBy,MortBinaryCont,MortBinaryNom,Censor,DaysMort,Census,DaysCensus,NumDaysAlive,HarvDate,BudDate,Repro,DaysBud,NumBuds,FlowerDate,NumFlower,Height,Biomass,Biomass date,Notes
B,4,B4,10,B4_10,LEX-R,LEX,Roadside,+Hemizonia,2/27/2021,18.9,14,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
B,4,B4,11,B4_11,LEX-O,LEX,Off-road,+Hemizonia,3/9/2021,26,36,6/18/2021,,0,0,0,101,11/15/2021,251,101,,,0, ,,,,,,,
B,4,B4,12,B4_12,GUA-O,GUA,Off-road,+Hemizonia,2/27/2021,17.98,17,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
B,4,B4,13,B4_13,CHE-R,CHE,Roadside,+Hemizonia,2/27/2021,19.13,31,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
B,4,B4,14,B4_14,BAY-O,BAY,Off-road,+Hemizonia,2/27/2021,18.45,34,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,21.5,0.589,9/28/2021,
B,4,B4,15,B4_15,PEN-O,PEN,Off-road,+Hemizonia,2/27/2021,11.16,22,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
B,4,B4,16,B4_16,SSJ-O,SSJ,Off-road,+Hemizonia,3/9/2021,16,50,,,1,1,1,-44264,11/15/2021,251,251,9/24/2021,9/24/2021,1,199,,,,22.5,0.744,9/27/2021,
B,5,B5,01,B5_01,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/2021,9.2,19,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
B,5,B5,02,B5_02,PAR-R,PAR,Roadside,Raking + Clipping,2/27/2021,13.01,23,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
B,5,B5,03,B5_03,PAR-O,PAR,Off-road,Raking + Clipping,2/27/2021,17.01,32,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
B,5,B5,04,B5_04,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/2021,19.2,35,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
B,5,B5,05,B5_05,OAP-O,OAP,Off-road,Raking + Clipping,2/27/2021,12.17,35,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
B,5,B5,06,B5_06,LEX-R,LEX,Roadside,Raking + Clipping,2/27/2021,23.61,28,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,6.4,0.039,9/9/2021,harvest data after mortality bc body still available 
B,5,B5,07,B5_07,CHE-O,CHE,Off-road,Raking + Clipping,2/27/2021,9.93,2/7/1900,8/12/2021,,0,0,0,166,11/15/2021,261,166,8/12/2021,,0, ,,,,10.3,0.283,9/7/2021,
B,5,B5,08,B5_08,PEN-O,PEN,Off-road,Raking + Clipping,2/27/2021,9.17,11,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
B,5,B5,09,B5_09,BAY-O,BAY,Off-road,Raking + Clipping,2/27/2021,17.66,29,6/18/2021,Squirrel,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
B,5,B5,10,B5_10,GUA-O,GUA,Off-road,Raking + Clipping,2/27/2021,7.86,17,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
B,5,B5,11,B5_11,LEX-O,LEX,Off-road,Raking + Clipping,2/27/2021,19.8,2/1/1900,,,1,1,1,-44254,11/15/2021,261,261,7/16/2021,7/16/2021,1,139,,,,14.9,0.278,9/28/2021,
B,5,B5,12,B5_12,OAP-R,OAP,Roadside,Raking + Clipping,2/27/2021,23.95,23,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,5/28/2021,1,90,10,6/11/2021,1,10.9,0.105,9/9/2021,
B,5,B5,13,B5_13,PEN-R,PEN,Roadside,Raking + Clipping,2/27/2021,17.35,34,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
B,5,B5,14,B5_14,CHE-R,CHE,Roadside,Raking + Clipping,2/27/2021,16.33,37,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
B,5,B5,15,B5_15,GUA-R,GUA,Roadside,Raking + Clipping,2/27/2021,21.93,37,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
B,5,B5,16,B5_16,BAY-R,BAY,Roadside,Raking + Clipping,2/27/2021,26.82,26,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,1,C1,01,C1_01,SSJ-O,SSJ,Off-road,+Hemizonia,2/27/2021,15.8,19,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,2.7,0.013,9/28/2021,
C,1,C1,02,C1_02,BAY-O,BAY,Off-road,+Hemizonia,2/27/2021,21.92,41,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,3.2,0.114,9/9/2021,
C,1,C1,03,C1_03,CHE-R,CHE,Roadside,+Hemizonia,2/27/2021,18.93,8,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,1,C1,04,C1_04,GUA-O,GUA,Off-road,+Hemizonia,2/27/2021,15.4,23,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,1,C1,05,C1_05,OAP-O,OAP,Off-road,+Hemizonia,2/27/2021,14.44,14,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,1,C1,06,C1_06,PAR-R,PAR,Roadside,+Hemizonia,2/27/2021,20.43,19,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
C,1,C1,07,C1_07,GUA-R,GUA,Roadside,+Hemizonia,2/27/2021,23.83,27,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
C,1,C1,08,C1_08,OAP-R,OAP,Roadside,+Hemizonia,2/27/2021,21.16,18,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,1,C1,09,C1_09,SSJ-R,SSJ,Roadside,+Hemizonia,2/27/2021,17.84,20,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,1,C1,10,C1_10,BAY-R,BAY,Roadside,+Hemizonia,2/27/2021,17.76,39,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,5.8,0.197,9/9/2021,
C,1,C1,11,C1_11,LEX-O,LEX,Off-road,+Hemizonia,2/27/2021,19.27,14,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,1,C1,12,C1_12,PAR-O,PAR,Off-road,+Hemizonia,2/27/2021,10.61,28,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
C,1,C1,13,C1_13,LEX-R,LEX,Roadside,+Hemizonia,2/27/2021,15.67,35,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,37.8,1.791,9/28/2021,
C,1,C1,14,C1_14,PEN-O,PEN,Off-road,+Hemizonia,2/27/2021,10.52,33,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,31.5,1.654,9/27/2021,
C,1,C1,15,C1_15,CHE-O,CHE,Off-road,+Hemizonia,2/27/2021,21.96,31,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,14.6,0.452,9/28/2021,
C,1,C1,16,C1_16,PEN-R,PEN,Roadside,+Hemizonia,2/27/2021,19.94,17,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,3.5,0.019,9/9/2021,
C,2,C2,01,C2_01,PEN-R,PEN,Roadside,Biomass Removal,2/27/2021,26.86,45,,,1,1,1,-44254,11/15/2021,261,261,8/27/2021,8/27/2021,1,181,,,,58.7,14.030,9/8/2021,
C,2,C2,02,C2_02,GUA-O,GUA,Off-road,Biomass Removal,2/27/2021,21.65,48,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,48.7,9.539,9/20/2021,
C,2,C2,03,C2_03,PAR-O,PAR,Off-road,Biomass Removal,2/27/2021,17.07,37,,,1,1,1,-44254,11/15/2021,261,261,8/27/2021,8/27/2021,1,181,,,,31.0,2.877,9/7/2021,
C,2,C2,04,C2_04,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/2021,15.61,42,,,1,1,1,-44254,11/15/2021,261,261,9/17/2021,9/17/2021,1,202,,,,38.1,2.916,9/22/2021,
C,2,C2,05,C2_05,BAY-O,BAY,Off-road,Biomass Removal,2/27/2021,15.42,54,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,66.0,10.089,9/20/2021,
C,2,C2,06,C2_06,CHE-R,CHE,Roadside,Biomass Removal,2/27/2021,25.83,51,,,1,1,1,-44254,11/15/2021,261,261,8/12/2021,8/12/2021,1,166,,,,43.4,10.443,9/8/2021,
C,2,C2,07,C2_07,GUA-R,GUA,Roadside,Biomass Removal,2/27/2021,27.18,2/8/1900,,,1,1,1,-44254,11/15/2021,261,261,9/17/2021,9/17/2021,1,202,,,,34.5,3.312,9/22/2021,
C,2,C2,08,C2_08,LEX-O,LEX,Off-road,Biomass Removal,2/27/2021,27.38,46,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,42.0,7.827,9/14/2021,
C,2,C2,09,C2_09,CHE-O,CHE,Off-road,Biomass Removal,2/27/2021,21.31,59,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,60.0,10.224,9/20/2021,
C,2,C2,10,C2_10,SSJ-O,SSJ,Off-road,Biomass Removal,2/27/2021,26.66,63,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,60.8,20.686,9/20/2021,
C,2,C2,11,C2_11,OAP-R,OAP,Roadside,Biomass Removal,2/27/2021,10.49,,4/5/2021,,0,0,0,37,11/15/2021,261,37,,,0, ,,,,,,,
C,2,C2,12,C2_12,PEN-O,PEN,Off-road,Biomass Removal,2/27/2021,13.68,35,,,1,1,1,-44254,11/15/2021,261,261,9/3/2021,9/3/2021,1,188,,,,36.5,4.676,9/7/2021,
C,2,C2,13,C2_13,BAY-R,BAY,Roadside,Biomass Removal,2/27/2021,27.01,,4/30/2021,,0,0,0,62,11/15/2021,261,62,,,0, ,,,,,,,
C,2,C2,14,C2_14,LEX-R,LEX,Roadside,Biomass Removal,2/27/2021,14.06,61,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,61.7,9.373,9/20/2021,
C,2,C2,15,C2_15,PAR-R,PAR,Roadside,Biomass Removal,2/27/2021,18.89,40,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,37.6,3.279,9/14/2021,
C,2,C2,16,C2_16,OAP-O,OAP,Off-road,Biomass Removal,2/27/2021,16.86,34,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,30.6,2.162,9/28/2021,
C,3,C3,01,C3_01,OAP-R,OAP,Roadside,Control,2/27/2021,22.26,11,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
C,3,C3,02,C3_02,GUA-R,GUA,Roadside,Control,2/27/2021,25.77,15,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,3,C3,03,C3_03,SSJ-R,SSJ,Roadside,Control,2/27/2021,23.11,17,6/11/2021,,0,0,0,104,11/15/2021,261,104,7/2/2021,,0, ,,,,5.7,0.035,9/9/2021,
C,3,C3,04,C3_04,SSJ-O,SSJ,Off-road,Control,2/27/2021,18.49,7,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,3,C3,05,C3_05,LEX-R,LEX,Roadside,Control,3/24/2021,12,10,6/11/2021,,0,0,0,79,11/15/2021,236,79,,,0, ,,,,,,,
C,3,C3,06,C3_06,LEX-O,LEX,Off-road,Control,2/27/2021,18.48,,5/16/2021,,0,0,0,78,11/15/2021,261,78,,,0, ,,,,,,,
C,3,C3,07,C3_07,OAP-O,OAP,Off-road,Control,2/27/2021,24.84,18,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,4.8,0.031,9/9/2021,
C,3,C3,08,C3_08,PAR-R,PAR,Roadside,Control,2/27/2021,15.01,15,6/18/2021,,0,0,0,111,11/15/2021,261,111,7/2/2021,,0, ,,,,4.9,,,no body in envelope- lost biomass data 
C,3,C3,09,C3_09,GUA-O,GUA,Off-road,Control,2/27/2021,23.53,20,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
C,3,C3,10,C3_10,CHE-R,CHE,Roadside,Control,2/27/2021,27.42,19,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
C,3,C3,11,C3_11,CHE-O,CHE,Off-road,Control,3/12/2021,25,19,7/9/2021,,0,0,0,119,11/15/2021,248,119,7/9/2021,,0, ,,,,5.0,0.032,9/9/2021,
C,3,C3,12,C3_12,BAY-R,BAY,Roadside,Control,2/27/2021,22.77,22,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,5/28/2021,1,90,8,,,10.9,0.065,9/8/2021,
C,3,C3,13,C3_13,BAY-O,BAY,Off-road,Control,2/27/2021,21.3,,5/16/2021,,0,0,0,78,11/15/2021,261,78,,,0, ,,,,,,,
C,3,C3,14,C3_14,PEN-R,PEN,Roadside,Control,2/27/2021,23.3,14,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,3,C3,15,C3_15,PAR-O,PAR,Off-road,Control,2/27/2021,21.95,,5/16/2021,,0,0,0,78,11/15/2021,261,78,,,0, ,,,,,,,
C,3,C3,16,C3_16,PEN-O,PEN,Off-road,Control,2/27/2021,19.75,12,,,1,1,1,-44254,11/15/2021,261,261,11/3/2021,11/3/2021,1,249,,,,4.1,0.072,12/1/2021,
C,4,C4,01,C4_01,PAR-R,PAR,Roadside,Raking + Clipping,2/27/2021,21.61,25,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,5/28/2021,1,90,15,,,15.6,0.253,9/8/2021,
C,4,C4,02,C4_02,OAP-R,OAP,Roadside,Raking + Clipping,3/19/2021,17,14,6/11/2021,,0,0,0,84,11/15/2021,241,84,,,0, ,,,,,,,
C,4,C4,03,C4_03,PEN-O,PEN,Off-road,Raking + Clipping,3/19/2021,36,20,6/11/2021,,0,0,0,84,11/15/2021,241,84,,,0, ,,,,,,,
C,4,C4,04,C4_04,GUA-O,GUA,Off-road,Raking + Clipping,3/1/2021,19,21,6/18/2021,,0,0,0,109,11/15/2021,259,109,,,0, ,,,,,,,
C,4,C4,05,C4_05,CHE-R,CHE,Roadside,Raking + Clipping,2/27/2021,24.57,30,,,1,1,1,-44254,11/15/2021,261,261,10/8/2021,10/8/2021,1,223,,,,6.0,0.158,10/13/2021,
C,4,C4,06,C4_06,PAR-O,PAR,Off-road,Raking + Clipping,2/27/2021,18,20,7/30/2021,,0,0,0,153,11/15/2021,261,153,7/30/2021,,0, ,,,,3.8,0.134,9/8/2021,
C,4,C4,07,C4_07,SSJ-R,SSJ,Roadside,Raking + Clipping,3/19/2021,28,1/15/1900,6/11/2021,,0,0,0,84,11/15/2021,241,84,,,0, ,,,,,,,
C,4,C4,08,C4_08,BAY-R,BAY,Roadside,Raking + Clipping,2/27/2021,9.79,13,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
C,4,C4,09,C4_09,CHE-O,CHE,Off-road,Raking + Clipping,2/27/2021,24,34,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,11.9,0.383,9/28/2021,
C,4,C4,10,C4_10,SSJ-O,SSJ,Off-road,Raking + Clipping,3/19/2021,27,36,7/2/2021,,0,0,0,105,11/15/2021,241,105,7/2/2021,,0, ,,,,5.6,0.150,9/8/2021,
C,4,C4,11,C4_11,BAY-O,BAY,Off-road,Raking + Clipping,2/27/2021,18.51,1/20/1900,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,5.8,0.042,9/8/2021,
C,4,C4,12,C4_12,PEN-R,PEN,Roadside,Raking + Clipping,2/27/2021,22.13,12,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,4,C4,13,C4_13,LEX-R,LEX,Roadside,Raking + Clipping,2/27/2021,20.55,20,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,4.6,0.083,9/7/2021,
C,4,C4,14,C4_14,GUA-R,GUA,Roadside,Raking + Clipping,2/27/2021,22.21,25,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,6.2,0.115,9/8/2021,
C,4,C4,15,C4_15,OAP-O,OAP,Off-road,Raking + Clipping,2/27/2021,13.15,29,,,1,1,1,-44254,11/15/2021,261,261,10/1/2021,10/1/2021,1,216,,,,13.6,0.359,10/4/2021,
C,4,C4,16,C4_16,LEX-O,LEX,Off-road,Raking + Clipping,2/27/2021,16.77,,5/16/2021,,0,0,0,78,11/15/2021,261,78,,,0, ,,,,,,,
C,5,C5,01,C5_01,CHE-O,CHE,Off-road,Raking,2/27/2021,21.47,25,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,4.9,0.039,9/8/2021,
C,5,C5,02,C5_02,PAR-R,PAR,Roadside,Raking,2/27/2021,25.15,21,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,4.6,0.052,9/28/2021,
C,5,C5,03,C5_03,PEN-R,PEN,Roadside,Raking,2/27/2021,22.32,,4/16/2021,,0,0,0,48,11/15/2021,261,48,,,0, ,,,,,,,
C,5,C5,04,C5_04,GUA-O,GUA,Off-road,Raking,2/27/2021,23.11,20,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,3.4,0.019,9/8/2021,
C,5,C5,05,C5_05,GUA-R,GUA,Roadside,Raking,2/27/2021,13.55,12,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,5,C5,06,C5_06,SSJ-O,SSJ,Off-road,Raking,2/27/2021,19.12,5,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
C,5,C5,07,C5_07,SSJ-R,SSJ,Roadside,Raking,2/27/2021,11.77,5,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
C,5,C5,08,C5_08,PAR-O,PAR,Off-road,Raking,2/27/2021,21.8,10,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,5,C5,09,C5_09,CHE-R,CHE,Roadside,Raking,2/27/2021,24.52,22,,,1,1,1,-44254,11/15/2021,261,261,10/8/2021,10/8/2021,1,223,,,,8.7,0.118,10/13/2021,
C,5,C5,10,C5_10,BAY-O,BAY,Off-road,Raking,2/27/2021,13.36,5,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,5,C5,11,C5_11,LEX-R,LEX,Roadside,Raking,2/27/2021,26.82,12,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,2.7,0.024,9/7/2021,
C,5,C5,12,C5_12,BAY-R,BAY,Roadside,Raking,2/27/2021,25.1,14,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
C,5,C5,13,C5_13,OAP-R,OAP,Roadside,Raking,2/27/2021,21.04,8,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,5,C5,14,C5_14,OAP-O,OAP,Off-road,Raking,2/27/2021,9.51,9,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
C,5,C5,15,C5_15,LEX-O,LEX,Off-road,Raking,2/27/2021,9.26,10,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
C,5,C5,16,C5_16,PEN-O,PEN,Off-road,Raking,3/24/2021,12,9,5/28/2021,,0,0,0,65,11/15/2021,236,65,,,0, ,,,,,,,
D,1,D1,01,D1_01,LEX-R,LEX,Roadside,Biomass Removal,2/27/2021,18.78,30,9/3/2021,,0,0,0,188,11/15/2021,261,188,9/3/2021,,0, ,,,,22.3,2.132,9/28/2021,
D,1,D1,02,D1_02,OAP-R,OAP,Roadside,Biomass Removal,2/27/2021,22.48,41,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,50.9,9.151,9/13/2021,
D,1,D1,03,D1_03,BAY-O,BAY,Off-road,Biomass Removal,2/27/2021,10.86,44,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,9.6,0.670,9/8/2021,
D,1,D1,04,D1_04,PEN-R,PEN,Roadside,Biomass Removal,2/27/2021,18.11,52,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,39.9,3.194,9/28/2021,
D,1,D1,05,D1_05,SSJ-O,SSJ,Off-road,Biomass Removal,2/27/2021,12.12,41,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,39.5,5.794,9/14/2021,
D,1,D1,06,D1_06,LEX-O,LEX,Off-road,Biomass Removal,2/27/2021,16.52,41,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,55.5,10.638,9/22/2021,
D,1,D1,07,D1_07,PAR-O,PAR,Off-road,Biomass Removal,2/27/2021,16.05,3/5/1900,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,59.9,9.809,9/13/2021,
D,1,D1,08,D1_08,GUA-R,GUA,Roadside,Biomass Removal,2/27/2021,25.64,50,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,50.3,11.275,9/20/2021,
D,1,D1,09,D1_09,CHE-R,CHE,Roadside,Biomass Removal,3/1/2021,23,50,,,1,1,1,-44256,11/15/2021,259,259,9/10/2021,9/10/2021,1,193,,,,47.1,13.618,9/22/2021,
D,1,D1,10,D1_10,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/2021,9.36,,4/5/2021,,0,0,0,37,11/15/2021,261,37,,,0, ,,,,,,,
D,1,D1,11,D1_11,CHE-O,CHE,Off-road,Biomass Removal,3/9/2021,25,2/18/1900,,,1,1,1,-44264,11/15/2021,251,251,9/10/2021,9/10/2021,1,185,,,,54.3,18.735,9/20/2021,
D,1,D1,12,D1_12,PAR-R,PAR,Roadside,Biomass Removal,3/12/2021,22,,5/16/2021,,0,0,0,65,11/15/2021,248,65,,,0, ,,,,,,,
D,1,D1,13,D1_13,BAY-R,BAY,Roadside,Biomass Removal,2/27/2021,14.95,56,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,56.6,7.803,9/13/2021,
D,1,D1,14,D1_14,OAP-O,OAP,Off-road,Biomass Removal,2/27/2021,14.55,44,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,43.2,12.406,9/20/2021,
D,1,D1,15,D1_15,GUA-O,GUA,Off-road,Biomass Removal,3/9/2021,15,,4/24/2021,,0,0,0,46,11/15/2021,251,46,,,0, ,,,,,,,
D,1,D1,16,D1_16,PEN-O,PEN,Off-road,Biomass Removal,2/27/2021,24.96,55,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,65.5,10.050,9/20/2021,
D,2,D2,01,D2_01,PEN-O,PEN,Off-road,+Hemizonia,2/27/2021,11.3,17,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
D,2,D2,02,D2_02,OAP-R,OAP,Roadside,+Hemizonia,2/27/2021,24.63,,4/5/2021,,0,0,0,37,11/15/2021,261,37,,,0, ,,,,,,,
D,2,D2,03,D2_03,CHE-R,CHE,Roadside,+Hemizonia,3/1/2021,27,39,,,1,1,1,-44256,11/15/2021,259,259,9/24/2021,9/24/2021,1,207,,,,21.2,0.510,9/27/2021,
D,2,D2,04,D2_04,PAR-O,PAR,Off-road,+Hemizonia,2/27/2021,24.52,23,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,5.5,0.018,9/28/2021,
D,2,D2,05,D2_05,SSJ-O,SSJ,Off-road,+Hemizonia,2/27/2021,19.67,,4/24/2021,,0,0,0,56,11/15/2021,261,56,,,0, ,,,,,,,
D,2,D2,06,D2_06,GUA-R,GUA,Roadside,+Hemizonia,2/27/2021,9.73,12,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
D,2,D2,07,D2_07,LEX-R,LEX,Roadside,+Hemizonia,2/27/2021,20.46,34,,,1,1,1,-44254,11/15/2021,261,261,10/1/2021,10/1/2021,1,216,,,,29.6,0.957,10/4/2021,
D,2,D2,08,D2_08,CHE-O,CHE,Off-road,+Hemizonia,2/27/2021,19.15,25,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,18.4,0.227,9/27/2021,
D,2,D2,09,D2_09,LEX-O,LEX,Off-road,+Hemizonia,2/27/2021,21.3,,5/16/2021,,0,0,0,78,11/15/2021,261,78,,,0, ,,,,,,,
D,2,D2,10,D2_10,SSJ-R,SSJ,Roadside,+Hemizonia,2/27/2021,22.31,,4/24/2021,Squirrel,0,0,0,56,11/15/2021,261,56,,,0, ,,,,,,,Dead due to squirrel
D,2,D2,11,D2_11,BAY-O,BAY,Off-road,+Hemizonia,2/27/2021,13.2,,4/24/2021,Squirrel,0,0,0,56,11/15/2021,261,56,,,0, ,,,,,,,Dead due to squirrel
D,2,D2,12,D2_12,BAY-R,BAY,Roadside,+Hemizonia,3/19/2021,26,20,,,1,1,1,-44274,11/15/2021,241,241,7/2/2021,6/11/2021,1,84,7,,,8.1,0.068,9/8/2021,
D,2,D2,13,D2_13,PEN-R,PEN,Roadside,+Hemizonia,2/27/2021,12.69,,4/24/2021,,0,0,0,56,11/15/2021,261,56,,,0, ,,,,,,,
D,2,D2,14,D2_14,OAP-O,OAP,Off-road,+Hemizonia,2/27/2021,14,12,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
D,2,D2,15,D2_15,GUA-O,GUA,Off-road,+Hemizonia,2/27/2021,18.82,22,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,30.1,0.953,9/27/2021,
D,2,D2,16,D2_16,PAR-R,PAR,Roadside,+Hemizonia,2/27/2021,20.78,28,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,19.5,0.393,9/27/2021,
D,3,D3,01,D3_01,OAP-R,OAP,Roadside,Control,3/9/2021,25,30,6/11/2021,,0,0,0,94,11/15/2021,251,94,,,0, ,,,,,,,
D,3,D3,02,D3_02,SSJ-O,SSJ,Off-road,Control,2/27/2021,20.19,21,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,3,D3,03,D3_03,BAY-O,BAY,Off-road,Control,2/27/2021,18.01,5,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,3,D3,04,D3_04,SSJ-R,SSJ,Roadside,Control,2/27/2021,18.62,23,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,2.9,0.051,9/8/2021,
